,close,date,high,low,open,quoteVolume,volume,weightedAverage
0,0.006881,1474502400,0.006881,0.006879,0.006879,51102.0,351.53066,0.006879
1,0.006881,1474509600,0.006881,0.006881,0.006881,0.0,0.0,0.006881
2,0.006881,1474516800,0.006881,0.006881,0.006881,0.0,0.0,0.006881
3,0.00695129,1474524000,0.00695129,0.006827499999999999,0.006827499999999999,13.49437952,0.09260894,0.00686277
4,0.00704451,1474531200,0.00704451,0.0070436200000000004,0.0070436200000000004,7000.0,49.31145809,0.0070444900000000005
5,0.00704451,1474538400,0.00704451,0.00704451,0.00704451,0.0,0.0,0.00704451
6,0.00705782,1474545600,0.00705782,0.00695431,0.00695431,9190.09341129,64.1392665,0.00697917
7,0.00703532,1474552800,0.00703532,0.00703532,0.00703532,6886.7767091,48.45067791,0.00703532
8,0.00703532,1474560000,0.00703532,0.00703532,0.00703532,0.0,0.0,0.00703532
9,0.006914999999999999,1474567200,0.006914999999999999,0.006914999999999999,0.006914999999999999,0.46268402000000003,0.00319945,0.006914999999999999
10,0.00679813,1474574400,0.0068525999999999995,0.00676,0.00678551,40329.67035971,272.93662027,0.00676763
11,0.00673556,1474581600,0.00684764,0.00673556,0.00684764,4988.61593587,33.68249748,0.00675187
12,0.00673556,1474588800,0.00673556,0.00673556,0.00673556,0.0,0.0,0.00673556
13,0.00677906,1474596000,0.006900000000000001,0.00674937,0.00674937,614814.01627986,4228.98039364,0.00687847
14,0.00687569,1474603200,0.00687569,0.00687569,0.00687569,925.79572232,6.36548438,0.00687569
15,0.00687569,1474610400,0.00687569,0.00687569,0.00687569,0.0,0.0,0.00687569
16,0.0069037,1474617600,0.0069037,0.00684478,0.00684478,51759.8585528,354.29566406,0.0068449800000000005
17,0.0068794,1474624800,0.00690743,0.00679375,0.00690741,104812.37487623,723.55393941,0.00690332
18,0.0071,1474632000,0.0071,0.00690522,0.00690522,203181.38771162,1441.7892633,0.00709606
19,0.0073,1474639200,0.00731581,0.00704381,0.00704381,159823.32467851,1133.88149399,0.0070945900000000004
20,0.00702571,1474646400,0.00738514,0.00702571,0.00724382,27544.63182695,200.25806089,0.00727031
21,0.0071470200000000005,1474653600,0.0072908999999999995,0.00691454,0.00691631,28675.90167537,205.47193979,0.00716531
22,0.00734005,1474660800,0.0074502100000000005,0.00730944,0.0073247,5334.37486478,39.08216433,0.00732647
23,0.00733458,1474668000,0.0074,0.00733458,0.0074,18823.31629602,138.67682991,0.00736729
24,0.0074703999999999994,1474675200,0.0074703999999999994,0.00733445,0.00733445,62382.32354234,460.35906729,0.00737963
25,0.0074703999999999994,1474682400,0.0074703999999999994,0.0074703999999999994,0.0074703999999999994,0.0,0.0,0.0074703999999999994
26,0.00741949,1474689600,0.00741949,0.00739079,0.00739079,20.538574230000002,0.15199743000000002,0.00740058
27,0.00730013,1474696800,0.00730014,0.00723882,0.00730014,150903.57799263,1099.83319617,0.00728831
28,0.00730013,1474704000,0.00730013,0.00730013,0.00730013,0.0,0.0,0.00730013
29,0.00736651,1474711200,0.00736651,0.00722112,0.00722112,1400.27851019,10.30650214,0.00736032
30,0.00749999,1474718400,0.00749999,0.00739751,0.00739751,18423.99531927,136.29390953,0.0073976300000000005
31,0.00721854,1474725600,0.00742236,0.00721854,0.00742236,4747.46181325,34.2751051,0.00721966
32,0.00732457,1474732800,0.00736794,0.00731637,0.00731637,1963.28362149,14.38192637,0.00732544
33,0.0074,1474740000,0.007500000000000001,0.00736794,0.00736794,65684.25590632,491.28793519,0.00747953
34,0.00748024,1474747200,0.00748639,0.00733884,0.00736824,10509.42689229,77.48572034,0.00737297
