,close,date,high,low,open,quoteVolume,volume,weightedAverage
0,3.76100385,1474502400,3.80699999,3.76100187,3.7697757100000002,7.86398829,29.91743875,3.80435952
1,3.7871627,1474509600,3.79759936,3.76002349,3.77863894,0.65772079,2.48121563,3.77244519
2,3.76078576,1474516800,3.79499489,3.76077296,3.78049694,0.77281584,2.9126445,3.76887267
3,3.77312518,1474524000,3.78686916,3.76,3.78686916,2.06690051,7.79338413,3.77056568
4,3.76410155,1474531200,3.78405922,3.75000081,3.76086063,43.6745664,164.26185984,3.76104157
5,3.75,1474538400,3.7798211200000003,3.75,3.77977554,30.59844114,115.56704458,3.77689321
6,3.77667198,1474545600,3.80340992,3.75001073,3.7687904899999998,4.76635793,18.09188595,3.7957464
7,3.75616842,1474552800,3.79769567,3.75,3.79113402,0.5927067500000001,2.24071352,3.7804758
8,3.76838266,1474560000,3.79998874,3.75000001,3.7613554000000002,0.68613658,2.5967387,3.78457989
9,3.7507497,1474567200,3.79699939,3.7507497,3.79699939,13.5991954,51.32354835,3.77401359
10,3.78499999,1474574400,3.79342427,3.74796708,3.78127983,45.23644269,170.99060316,3.77993036
11,3.79,1474581600,3.79,3.74282547,3.785,215.52404816,813.75857184,3.77572052
12,3.79399628,1474588800,3.79399999,3.76496099,3.79,5.28837342,20.05790893,3.79283143
13,3.79293145,1474596000,3.79899999,3.74815568,3.75492488,1.31436013,4.96408105,3.77680434
14,3.7901274,1474603200,3.79899999,3.76013898,3.79899999,6.86013944,26.03041794,3.79444443
15,3.75852543,1474610400,3.7951274,3.75686283,3.7801804,7.06165958,26.77690524,3.79187143
16,3.81,1474617600,3.81,3.75349101,3.7613273400000002,132.86850629,504.22204137,3.79489508
17,3.82199999,1474624800,3.82199999,3.77884375,3.79092236,3.39704091,12.94978938,3.81207931
18,3.82099996,1474632000,3.82599999,3.77652905,3.8000000099999998,6.78451583,25.73120711,3.7926371899999998
19,3.79468752,1474639200,3.84299999,3.78093919,3.8080396800000003,54.92332356,209.63064474,3.81678731
20,3.8419988,1474646400,3.84299999,3.7896588700000002,3.83959522,30.77435749,117.35634393,3.81344578
21,3.81519423,1474653600,3.84199878,3.791,3.83418932,668.86186089,2540.76118149,3.79863366
22,3.8339998299999998,1474660800,3.83399999,3.7893349,3.82155326,62.40654299,237.6554218,3.80818116
23,3.83899999,1474668000,3.84199879,3.80598773,3.8339998299999998,23.81035311,91.28741021,3.83393769
24,3.83,1474675200,3.83899999,3.81678506,3.8330309700000003,40.27757037,154.50295026,3.83595506
25,3.82823043,1474682400,3.8419988,3.81814818,3.83,2.67670704,10.26705456,3.8357035
26,3.83571044,1474689600,3.85,3.82770988,3.82823043,14.83789655,57.00792703,3.84204909
27,3.84692144,1474696800,3.84999997,3.81500003,3.84999997,340.97733436,1304.38119229,3.82541905
28,3.84599999,1474704000,3.84999996,3.82490737,3.84999812,0.61726127,2.37440386,3.8466756
29,3.84899959,1474711200,3.84999962,3.80724293,3.84599999,11.60199538,44.50379868,3.83587453
30,3.82015692,1474718400,3.84899982,3.81034853,3.84899981,96.84454948,372.55848959,3.84697426
31,3.834,1474725600,3.84899982,3.80004443,3.84899982,32.49839117,124.3291072,3.82570037
32,3.8290485800000003,1474732800,3.8409993,3.80409469,3.83152231,13.79254504,52.616693,3.81486468
33,3.8280845,1474740000,3.84,3.81765756,3.83521147,1.00914303,3.87205824,3.83697664
34,3.8409999900000003,1474747200,3.8409999900000003,3.81013736,3.839,0.68439052,2.6236846099999998,3.83360748
35,3.8409999900000003,1474754400,3.841,3.80053239,3.8397055,38.4996977,147.63724365,3.83476371
36,3.83399999,1474761600,3.84599986,3.80000061,3.8382758,13.51877771,51.44938291,3.80577179
37,3.80446237,1474768800,3.84699993,3.80432068,3.83399999,3.69579938,14.07843892,3.80930821
38,3.84199999,1474776000,3.84699989,3.80450666,3.84256039,10.01690265,38.13856757,3.8074212
39,3.8333568700000002,1474783200,3.844,3.8047225,3.82729336,0.36306617,1.39025092,3.82919434
40,3.84499999,1474790400,3.84698316,3.80449949,3.846,0.5076768700000001,1.94727896,3.83566611
41,3.8235083899999998,1474797600,3.84499998,3.81251361,3.8349017400000003,4.57264203,17.55910504,3.84003491
42,3.83499992,1474804800,3.843,3.81628603,3.843,575.77008406,2208.07966177,3.83500241
43,3.813,1474812000,3.83499587,3.8044632700000003,3.83499587,40.25691073,153.16335547,3.80464751
44,3.8014,1474819200,3.81412855,3.8014,3.81062267,2.0563906,7.83745442,3.81126738
45,3.81407224,1474826400,3.81412165,3.78723198,3.81412165,0.6394677999999999,2.4336158,3.80568936
46,3.80079125,1474833600,3.821,3.78829364,3.8140722,2.88669502,11.01215545,3.81479698
47,3.82624622,1474840800,3.82624622,3.7935383700000003,3.81397036,0.38226234000000003,1.45951603,3.81810049
48,3.83,1474848000,3.83064495,3.7997715999999997,3.82624622,16.28050042,62.32944949,3.82847258
49,3.8306449,1474855200,3.83064495,3.79998676,3.79998676,45.84652338,175.16373935,3.82065479
50,3.8333846300000003,1474862400,3.8375,3.80010001,3.83064495,104.73593085,401.3887005,3.83238777
51,3.84088083,1474869600,3.8408839,3.81412307,3.83595929,126.95549405,486.93081973,3.83544503
52,3.84241876,1474876800,3.847,3.81109427,3.81833621,51.54333063,198.01113393,3.84164413
53,3.85877268,1474884000,3.867,3.83950603,3.847,85.35432697,328.20296891,3.84518255
54,3.84840569,1474891200,3.85876389,3.81783912,3.85876389,2.96929534,11.41571768,3.84458815
55,3.86600011,1474898400,3.89391411,3.8214541,3.85874132,31.36040336,121.30913492,3.86822623
56,3.88999999,1474905600,3.88999999,3.86,3.88106872,51.15117382,198.94049043,3.8892653900000003
57,3.87664311,1474912800,3.88999999,3.84900001,3.87250825,1.43532105,5.5371399100000005,3.85777099
58,3.88999982,1474920000,3.88999999,3.851,3.88999997,1.07218245,4.16440659,3.88404659
59,3.88999986,1474927200,3.88999987,3.85400154,3.85400154,6.07455414,23.62294237,3.8888355900000002
60,3.88999987,1474934400,3.88999987,3.8728306,3.87641461,0.70744826,2.7498327,3.88697359
61,3.88,1474941600,3.89,3.85002219,3.88999987,23.62659537,91.88231473,3.88893589
62,3.87100001,1474948800,3.89,3.85,3.85257629,20.51416304,79.12190795,3.85694058
63,3.857,1474956000,3.89592191,3.857,3.8816913,74.80341941,290.9805422,3.88993637
64,3.89209042,1474963200,3.89209042,3.856,3.8708499,0.63562701,2.45695574,3.86540488
65,3.8496656,1474970400,3.87661774,3.8496656,3.85000001,2.78668675,10.74769979,3.85680227
66,3.873,1474977600,3.875,3.84,3.84341014,0.3597741,1.38773905,3.85725112
67,3.8781746,1474984800,3.8781880600000003,3.84,3.84000009,1.32450298,5.09302337,3.84523361
68,3.86364578,1474992000,3.8700343,3.84,3.84,5.00868726,19.34065272,3.8614215
69,3.843,1474999200,3.86364579,3.84000003,3.86364578,14.98487599,57.88669259,3.8630077800000002
70,3.84,1475006400,3.86364579,3.84,3.86285044,2.45776738,9.47923464,3.85684777
71,3.843,1475013600,3.86364574,3.84,3.84,13.72203888,52.73520433,3.84310267
72,3.84,1475020800,3.86364579,3.84,3.84300001,0.65891492,2.54154925,3.85717363
73,3.843,1475028000,3.87897797,3.84000001,3.86364579,1.47472239,5.69549602,3.86208011
74,3.83050053,1475035200,3.86346094,3.82300001,3.8532688999999998,51.58403931,198.12292188,3.84077952
75,3.82980777,1475042400,3.857,3.81800003,3.85693229,5.68652385,21.8014406,3.83387833
76,3.84516919,1475049600,3.85399993,3.82663917,3.85399993,1.4328819400000001,5.49589925,3.83555623
77,3.851,1475056800,3.85399993,3.82664014,3.84516919,0.67016772,2.57519532,3.8426131999999997
78,3.86799999,1475064000,3.86799999,3.82663901,3.851,10.44686329,40.26615196,3.85437722
79,3.86126196,1475071200,3.8689999999999998,3.8280000100000002,3.84366931,1.36052959,5.23429437,3.84724772
80,3.84117951,1475078400,3.86799999,3.82405859,3.86546745,0.52577024,2.02405507,3.84969501
81,3.85927864,1475085600,3.86699929,3.81800009,3.84367064,0.32131462,1.23411972,3.84084523
82,3.84561871,1475092800,3.86174485,3.826,3.83306979,1.19792512,4.61437644,3.85197402
83,3.85926474,1475100000,3.85926474,3.81900017,3.85926473,36.03091605,137.80437318,3.8246147500000003
84,3.81783904,1475107200,3.85926439,3.81783904,3.84959877,0.15054113,0.57888468,3.8453589900000003
85,3.85130954,1475114400,3.85898794,3.81890445,3.8547990800000003,0.33350063,1.28064701,3.84001378
