date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedUSD,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-01-09,2276,23613,618530302.969249,0.0123381655236437,0.00007631797231821271757574596422,0.0000018556560658543,85.9088518994425,414.96336142,382.390692864679,0.00000684980537697253,0.00618552021951433,3.47798669006406,-7.78841466077892,99996488737.985879,1125670,28672,240976669.349594,1490566.06069313,8447.8086408201,52.2540911583806,400,2.47420808780573,242215569.349594,1498229.30169309,0.0415853059681431,0.0233705707991893,0.0226371539927397
2017-01-10,2215,23261,679808706.215384,0.0299977758434506,0.0002039347295267423155212619242,0.00000703626982752662,256.65002169684,359.76627601,421.352604835157,0.0000075008722969024,0.00679832833577451,15.9434603704769,0.0199021192169102,99996450986.05496,1258491,36366,277948372.747695,1889584.29833307,7665.02212912322,52.1093371347571,420,2.85529790102529,278746194.747695,1895008.15424257,0.0421646505208158,0.0294864865194484,0.0260489927685157
2017-01-11,2311,23430,653575044.79554,0.143241756728738,0.0009362273087902600525270359581,0.00000601311477712584,1191.16574988308,444.73488409,403.258867698062,0.00000823105552308592,0.00653599432296287,12.476571120489,-2.56835082211164,99996268738.994907,1272304,42351,224844671.096467,1469583.49383496,5322.06793455803,34.785005806694,300,1.96079829688886,225394899.096467,1473179.7809193,0.0422031267545868,0.0302868900326032,0.0264350731012038
2017-01-12,2283,22985,637862492.515891,0.0835936450762034,0.0005332330103878995225337858542,0.00000807564965657005,724.940942282557,418.49738309,393.508136657783,0.00000786405493863238,0.00637887018686418,11.8497176063441,-6.11774743281652,99996155091.762553,1359520,22984,238940932.806638,1524173.19270178,10405.3268711555,66.3742293629906,300,1.91366105605925,239156032.806638,1525545.28767897,0.0422007351546949,0.0303158098185759,0.0264918723249127
2017-01-13,2325,23172,671046533.713972,0.0270646666261593,0.000181623556853308092555677398,0.0000805287097138349,245.109707904268,400.16493496,411.040396966383,0.0000081044187609585,0.00671072580948624,19.1201122173171,1.08856884440458,99996118566.695837,1349548,10390,249887258.554864,1676924.87544589,24271.0347021043,162.876258998348,600,4.02643548569174,252176050.554864,1692284.33099283,0.0423714609691039,0.0317810254066637,0.0273721483896717
2017-01-14,1809,23204,687549340.834295,0.0103472532456284,0.00007114524194898821440925587768,0.0000687576115710189,87.0675470971715,96.04812879,402.728810117822,0.00000835723465809468,0.00687576115710189,35.2983451808007,2.65650386183138,99996105903.727315,1223800,8740,1041104154.41212,7158383.50540426,119127.907264544,819.095037496388,500,3.43788057855094,1041177909.492115,7158890.62771843,0.0423934898505874,0.0319308399526529,0.0274231707744334
2017-01-15,2996,23582,683590235.990586,0.00399273534197825,0.0000272950130228586437423357709,0.00000207819533433885,29.6053994001785,623.34038121,405.636940547105,0.00000827087171244886,0.00683616886295674,36.0792718970178,3.72831503288709,99996101573.02689,1084645,9617,160419739.498714,1096656.42816474,16690.1710001782,114.096827308842,1000,6.83616886295674,160509374.508714,1097269.18822913,0.0423921754874624,0.0318400315418752,0.0274279779795802
2017-01-16,2530,23535,682238278.129689,0.00279842220413591,0.00001909265223949637197905294373,0.00000204679467715184,16.655666107647,1289.48688576,410.094619977896,0.00000820298714202221,0.00682264892383948,28.8454160241716,4.89045942159564,99996099131.795296,872360,15331,77547201.321857,529077.329645331,5232.11606039117,35.6968910088311,500,3.41132446191974,80213571.321857,547269.036056389,0.0423765860843121,0.0317276675160549,0.0273109098031802
2017-01-17,2174,23352,676857789.500283,0.00561019199992423,0.00003797450491728424393320849739,0.00000203065268984362,36.085880889728,598.92102275,407.337785171611,0.00000746493674739162,0.00676884229947872,28.3632936831715,2.41689432259516,99996093800.620585,950266,17702,166960400.456884,1130128.62095046,9439.58425358061,63.8950571851297,600,4.06130537968723,167099520.456884,1131070.30229117,0.042325567117788,0.0316314521975448,0.0272132868473986
2017-01-18,1907,23615,674456337.797294,0.0102297762738503,0.0000689980771597681687110702335,0.000002023448274313,73.6657280815493,957.448237,413.658274507335,0.00000764954233468071,0.00674482758104333,29.8050807414264,3.56748859381947,99996082878.810176,1067649,16952,104440197.406427,704431.124036479,6199.15522701905,41.812233154367,600,4.046896548626,105088079.408427,708800.97643283,0.0423106805513489,0.0316070074981179,0.0272125122634868
2017-01-19,1942,23642,672780932.60813,0.00676302374898237,0.00004550211981064458232689104699,0.0000020184220032123,47.1173085575631,1732.81875076,423.826853663947,0.0000074558439509059,0.00672807334404101,23.9083580933169,4.01934513522823,99996075875.719373,1035497,15844,57707175.566958,388258.109691945,3666.56624381204,24.6689266091524,800,5.38245867523281,58093075.566958,390854.47319541,0.0422905678067429,0.0316152981719758,0.0271525936621771
2017-01-20,1864,23502,659941226.659829,0.00590653619759855,0.00003898119942455262649003040473,0.00000197990149152399,39.2497798885878,1730.42102804,416.695113754557,0.0000073731405610754,0.00659967163841329,25.6604474963455,1.95201071054022,99996069928.487141,1006890,14734,57787132.904658,381376.102096091,3932.81776195588,25.9553058426283,600,3.95980298304797,57946136.904658,382425.476285285,0.0422765471993349,0.0318146751956002,0.0271656907154062
2017-01-21,1649,23856,674033480.67056,0.00530020689896874,0.00003572657504188240197907186348,0.00000202218002369872,36.1886625634741,1276.051281,426.18625422193,0.00000729274985389551,0.00674060007899573,30.9109794857212,4.83124171120159,99996064559.727366,1012934,13722,78363672.407733,528218.176421961,5721.94092754212,38.5693154681993,600,4.04436004739744,78516473.407733,529248.146854631,0.0422000599325999,0.0300043938830239,0.0268680677683853
2017-01-22,1397,23912,675321340.964083,0.00442268804953188,0.00002986853288792983300255389833,0.00000202604383714727,26.8366378515419,2384.14732641,436.511454412293,0.00000731065988195596,0.00675347945715757,33.7933062791227,11.173925320781,99996060585.977535,898492,8698,41942064.350688,283254.869983152,4966.74687867188,33.542823014012,800,5.40278356572606,43200764.350688,291755.474575877,0.0421988820428813,0.0285337770135308,0.026457340463823
2017-01-23,1414,23785,668557699.829925,0.00499484427507951,0.00003339473248488962789792823062,0.00000345657957362707,18.670393827117,2451.08407457,436.280756060443,0.00000727019213342775,0.00668584056794404,30.4374893406991,4.50143649984368,99996057793.450008,559082,13126,40796665.781847,272760.003121127,3121.51963902537,20.8699826362299,1100,7.35442462473844,40973066.781847,273939.392083153,0.0421998908730316,0.028619763509315,0.0264738518582859
2017-01-24,1357,23716,647325377.318012,0.00560604878399248,0.00003629080867385741741867351992,0.0000019420527757883,28.0341779200421,1429.48158242,426.849889240924,0.000007290341647342,0.00647350925262767,27.0280050754546,1.04236376969478,99996053462.850201,772487,8429,69952670.039628,452839.256747542,8640.42828800902,55.9338924690922,400,2.58940370105107,72830170.039628,471466.779621978,0.0422303249612992,0.0287394882716787,0.0266480613541421
2017-01-25,1640,24091,647443103.433731,0.00434814080548379,0.00002815284976827481302671982027,0.00000194240603244281,21.455314961252,565.73838757,429.446010340771,0.00000722356516656926,0.00647468677480936,17.5270186756944,4.06435670633652,99996050149.127745,762101,14142,176753164.264433,1144421.37506863,12659.8760616909,81.9687321073558,500,3.23734338740468,179035967.264433,1159201.80946223,0.0422295295633585,0.0284330690878058,0.026635552818638
2017-01-26,1411,24064,631609458.962572,0.00572476928466816,0.00003615961406328525154484084417,0.0000018949033016995,26.3190643728747,458.67634346,420.705512954968,0.00000688930742255991,0.00631634433899833,-6.51653182615062,3.61971571312033,99996045982.308623,727858,16350,218010035.634509,1377026.45442486,13345.6964914073,84.2960144834902,600,3.789806603399,218202137.634509,1378239.83680507,0.0421589152009759,0.0285408690071291,0.0266502224913211
2017-01-27,1052,23596,642680248.99626,0.00505413654612478,0.00003248322272122746628971274615,0.00000192811704381832,19.580172025456,1187.33916433,430.508055331867,0.00000697352483927528,0.00642705681272773,4.99146905424455,2.96653765044554,99996042935.786304,602778,14015,84218600.666249,541277.731170412,6098.14503564388,39.1931245963368,800,5.14164545018218,85465502.674549,549291.64121766,0.0421580866670209,0.0280740150587318,0.0267423591248028
2017-01-28,925,21947,632074748.269362,0.00200231001483343,0.00001265659694944305990066665744,0.00000189629930265758,6.68946712527083,3408.46899489,424.64029147964,0.00000684810753945061,0.00632099767552526,-9.03349381632534,-1.9561676898968,99996041877.493378,528536,12184,29337524.274831,185442.422746873,2425.13331211679,15.3292620287291,1200,7.58519721063031,29547824.274831,186771.728558036,0.0418678278310571,0.0282358704207085,0.0268144114877963
2017-01-29,998,21716,634734275.252853,0.00240283335121348,0.00001525221072593449828168414958,0.0000019042782203225,6.96637098801695,2857.92124721,469.654337650591,0.00000692952308591467,0.00634759406774166,-2.54981586998159,-1.18759620732147,99996040780.011259,456745,12691,34989081.969092,222096.489142735,2769.3548159398,17.5787402011313,700,4.44331584741916,35145881.969092,223091.791892557,0.0416821934655538,0.028075589001939,0.0268017263539934
2017-01-30,1084,21996,636844123.428743,0.00227984015902222,0.00001451960312409524466208490952,0.00000191060803977448,8.10427619934812,1503.58992583,482.500003754722,0.00000690748626534191,0.00636869346591492,-0.418633468563523,-2.4224049633563,99996039507.493396,558161,13224,66504861.325398,423549.07577464,5268.53155818194,33.5536625095599,1000,6.36869346591492,69671061.325398,443713.63302642,0.0414867870546422,0.0273293573203235,0.0267813204891994
2017-01-31,1221,21544,628009779.783535,0.111688338477613,0.0007014417757298616770732844452,0.00000188410478289224,274.570965808146,1423.92903745,483.475843024408,0.00000647735186790327,0.00628034927630748,-4.93893508104579,-0.395856311647795,99995995788.433559,391438,13788,70225406.715104,441040.082241602,5104.08447310009,32.0554332268464,700,4.39624449341524,70375116.715104,441980.313331758,0.0414882563088946,0.0274273205490705,0.0268125333434985
2017-02-01,1345,22118,653444514.155566,0.0569700686620998,0.0003722828208580524854193847321,0.00000196041270232338,220.261503243488,815.9300239,502.981441954926,0.00000660367387492694,0.00653470900774461,-3.06385694482709,4.35929303137799,99995962082.035465,591651,16293,122554580.849459,800858.523417325,7529.89509908918,49.2056733313901,600,3.92082540464677,122684580.84946,801708.035588338,0.0411234570905762,0.0280822613603823,0.0272334587166842
2017-02-02,1249,21973,641362605.240353,0.0434392839108687,0.000278614638814766826861620099,0.00000192416596498076,151.005512247299,2153.84270038,498.398661001857,0.00000636322939801286,0.00641388654993588,-5.98259080732195,0.0645771568761075,99995938538.508296,541987,13838,46426760.190501,297775.972742953,3370.51880260883,21.6181252143588,760,4.87455377795127,46641239.190501,299151.616716297,0.0408646637116067,0.0282973882704133,0.0273246703557081
2017-02-03,1332,22249,644708560.935905,0.00383183970629845,0.00002470520262906868131230945535,0.000001934204287444,15.8913251287169,17.43470447,380.699585000916,0.00000634222910578609,0.00644734762481332,-5.32290691034619,0.126718950785272,99995936073.723387,643238,14024,5735453458.96273,36978462.2358707,408985.175339613,2636.86959880971,900,5.80261286233199,5735608098.962736,36979459.2537074,0.0407457157625841,0.0273089383554552,0.0264387007751767
2017-02-04,1148,22152,641421856.376859,0.00394355093122094,0.00002529582618353759897616685482,0.00000192434381789809,14.9511486574323,1576.81997329,378.898513748087,0.00000619881151373466,0.00641447939299364,-12.2940623046495,3.5648302173774,99995933742.879722,591052,12991,63416201.872538,406781.92009332,4935.01092083273,31.6555258558801,500,3.20723969649682,64110726.872538,411236.936393739,0.0405808847012571,0.0271319377762137,0.0252523964492532
2017-02-05,903,22678,636784651.303319,0.00412121940805281,0.00002624436062395732318602355362,0.00000191043169693971,19.9882824271396,1376.85435461,377.376341178649,0.00000625914348334308,0.0063681056564657,-21.4356387178126,0.932004743300959,99995930604.068354,761622,12919,72626367.683088,462492.38285123,5634.14874859416,35.8788545152916,1000,6.3681056564657,72787567.683088,463518.921483053,0.0405841607933635,0.0269997845368121,0.0248969224023118
2017-02-06,1091,22653,636644878.96943,0.0035970859096877,0.00002290159582334062767166704208,0.00000191001241546624,17.5301410309552,255.38628583,378.50882841634,0.00000621769306685842,0.00636670805155414,-18.7069049541669,-0.70651971072442,99995927850.660959,765455,13474,391547758.828763,2492870.26870306,29167.758559356,185.702603265639,760,4.83869811918115,393006378.828763,2502156.87640122,0.0405757908677847,0.0267230498339892,0.0248952041687693
2017-02-07,1413,22820,635278326.580953,0.00630733276724872,0.00004007075180712604726932706246,0.00000190591268698536,31.8772046898603,1238.3278559,379.84386062895,0.0000060294780829924,0.0063530422899512,-15.9302989201643,1.11185802239273,99995922833.032674,795523,14696,80750765.92715,513013.030881134,5505.89044142284,34.9791548181974,800,5.08243383196096,80914565.92715,514053.659208228,0.0405700141504708,0.0265491450368634,0.0247344053788312
2017-02-08,1282,22629,636908413.568586,0.00512959684377167,0.00003267216722604158671678732786,0.00000191080322027911,24.3118823875732,1114.97517651,381.539942766256,0.00000603410929281122,0.00636934406759704,-16.3235094151168,2.97184135786631,99995919016.017589,744116,14183,89684435.24334,571231.025572959,6333.43990998674,40.3398579181564,700,4.45854084731793,89827178.243342,572140.204853212,0.0405703870804461,0.0195456746240429,0.0246685554612674
2017-02-09,1343,22263,630750889.039561,0.0108566692211943,0.00006848133706977393041401021089,0.00000189233002335795,43.5180407117404,1195.01701921,378.450686665656,0.00000639844615543278,0.00630776674452651,-16.9752954281251,-7.21591495760129,99995912116.897429,635473,15614,83677395.810496,527817.494562029,5369.02752725093,33.8665732868408,600,3.78466004671591,83831995.810496,528792.675300732,0.040529638520767,0.018269460450012,0.0246438029009636
2017-02-10,1272,22165,631899613.385404,0.00731025358663883,0.000046195354585534940228368986,0.00000369044476477,27.659468558089,1258.83549281,378.836520520845,0.0000063152974868498,0.00631925473419521,-16.9547367278726,-3.31609205972212,99995907739.883094,598750,14523,79435246.552382,501971.557838104,5476.29598239909,34.6061093126297,700,4.42347831393665,79532246.552382,502584.525547321,0.0405038851026309,0.0177254484783004,0.0245790653577875
2017-02-11,897,21707,639689937.184722,0.00543076391071652,0.00003474147283693108694324145287,0.00000337770117785868,16.1373446498088,2925.56131977,383.763027245554,0.00000629481583987557,0.00639716132170205,-17.7724687780559,0.286745682261033,99995905217.304119,464498,12579,34180074.962558,218655.453523353,2732.36147249845,17.4793571287759,800,5.11772905736164,34370374.962558,219872.833322873,0.0405052910647021,0.0149993503446303,0.0244651494357455
2017-02-12,806,21843,630274404.420395,0.0063158868858962,0.00003980904980302084777896389869,0.000001890900701147,19.8703687367794,3164.90366343,379.715457332053,0.00000624974167153711,0.00630300233715666,-22.4850333644572,-6.07569857426189,99995902064.779707,499142,11917,31595243.55202,199144.893951416,2668.07447780649,16.8168796693224,1200,7.56360280458799,31795443.55202,200406.755019315,0.0405023683313732,0.0143267696716931,0.0245008067403107
2017-02-13,1279,22234,626419974.641921,0.00431241543282595,0.0000270149394166292925878236955,0.00000187933698671463,16.2588602430801,509.17051028,377.546585350114,0.00000625354587960257,0.0062644566223821,-26.0159729822818,-8.8907179983758,99995899469.365416,601847,13041,196389809.406176,1230275.44210288,15069.9876855056,94.405284155682,500,3.13222831119105,196527709.406678,1231139.31067425,0.0405045930237556,0.0143294112663263,0.0244287052468311
2017-02-14,1282,22516,627928944.977425,0.0053528934591547,0.0000336137470130233973476550754,0.0000018838641532573,23.2994359695712,1075.83495495,379.050811218538,0.00000620818527177089,0.00627954717752434,-24.7123504214652,-8.14230450696698,99995895758.996609,693152,13094,92947245.578117,583666.613628726,7112.18463252001,44.661298935173,1000,6.27954717752434,93126945.578217,584795.048257155,0.0404995162814037,0.0143637925173996,0.0243779211119104
2017-02-15,2051,22011,611970406.983203,0.0041575888794266,0.00002544425846736627593359128418,0.00000183598661666197,14.132275482203,293.4920021,369.700861733213,0.00000603565923569574,0.00611995538887324,-25.4462834308253,-10.2994239159941,99995893449.784436,555421,14063,340710795.295317,2085134.86771486,24239.7955838241,148.34646760841,800,4.89596431109859,340884245.295318,2086196.37397707,0.0405452105985833,0.0149570864191231,0.0244940529889626
2017-02-16,1263,22234,600670193.201939,0.00669871662579151,0.00004023884817750639672570839669,0.0000018020846570481,24.643638744743,164.5203301,356.514476169692,0.00000579619431607773,0.00600694885682701,-22.2315507074485,-11.2558899874264,99995889347.262618,612434,14860,607802630.143568,3651039.31431736,40909.6756489615,245.742329372693,700,4.20486419977891,607917780.143568,3651731.01447822,0.0405533642510311,0.0152198937354664,0.0245362721484894
2017-02-17,1254,22641,588300631.222462,0.00838876894411454,0.00004935321244220623136894933025,0.00000176497455482423,36.3939965659193,383.80227638,347.044615761933,0.00000555677204509176,0.00588324851608076,-26.583117981778,-12.7739227520668,99995883161.225012,737419,14717,260540099.198443,1532822.15198877,17737.6910510595,104.355244554845,700,4.11827396125653,261045599.198443,1535796.13411365,0.0405648267779735,0.0155320912983161,0.0246570513592373
