date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedUSD,FeeTotUSD,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-05-28,1448,233210,6238825713.97765,0.00112960474255447,0.037417423288067723639442525,0.00331243503842349,834.258869630941,0,302.95576201,,0.0037990448767938,33.1243503842349,,48.1406725714546,188345602,41658,4313,621693.41408803,20593190.4798231,151.950857618818,5033.2734489507,14,463.740905379289,655364.04890996,21708508.3853244,,0.0583385618984472,
2019-05-29,1869,232954,6334314090.75741,0.149308410008442,5.021441198213156060029702331,0.00336313352873374,102050.749471233,0,385.89862346,,0.00388555022209234,33.6313352873374,,57.4374564444226,188345602,38508,3392,488070.15767228,16414451.1164201,183.958979746212,6186.78612696135,2.64127701,88.829672710046,623988.85929915,20985578.5426529,,0.0583295712482567,
2019-05-30,1895,232393,5976951482.09445,0.437120533442464,13.87156478553108018798796697,0.00317339583118827,159772.683199737,0,508.91219841,,0.00383648557116661,31.7339583118827,,45.5471571734045,188345602,19798,3458,370094.49289423,11744563.2089629,133.358187460014,4231.98316140434,2.49701988,79.2403247758623,461152.61223673,14634197.7721362,,0.0597447341477355,
2019-05-31,2968,232076,6176276897.34147,0.51849360661325,17.0025742567892486548326445,0.0186686304342615,164771.947122577,0,505.78542741,,0.00383256227999231,32.792254407626,,51.7479745473409,188345602,14495,4718,372382.42106579,12211259.0885171,80.2810783540017,2632.59754550298,3.99645885,131.052895338808,378766.12767418,12420595.2196831,,0.0589541089881704,
2019-06-01,6596,235018,6216384876.07468,0.0467232004787975,1.542108728496893923259144822,0.0206282520339746,105103.962499338,0,118.48256921,,0.00385808843877025,33.0052032543594,,42.7313776072547,188345602,74376,34307,1589648.19266361,52466661.7017875,47.02140883,1551.951155740479827153502,9.23868,304.924511201985,1613163.47277057,53242788.3013009,,0.0589597563082534,
2019-06-02,9409,235226,6260453123.90631,0.0030778493764601,0.1023051854631185852036852823,0.0239388565061228,8285.59466546829,0,143.24662455,,0.00380121615346134,33.2391787088626,,42.5203132512279,188345602,83724,46828,1314834.48626095,43704018.4614033,29.08080316,966.622013232496218085816,8.1650125,271.398309647597,1361795.8505865,45264975.6426322,,0.0584281945864389,
2019-06-03,11138,235292,5811185556.54912,0.0137348225530915,0.4237720530490028180460900654,0.0236574923439922,40056.6295424527,0,127.92479739,,0.00377490895967271,30.8538425895876,,36.2615082896825,188345602,96837,57705,1472315.03078015,45426576.2019746,26.83527656,827.971398830289822346656,6.704456,206.858230072816,1548529.6336417,47778089.5616928,,0.060647696266843,
2019-06-04,11969,235721,5474707741.4558957978786,0.0302620796525092,0.8796384942726035209591123236,0.02314051821062983273,97650.428526063781001571534,0,122.02932438,,0.00379969796450594,29.0673510998993,,27.8027599366937,188345602,110932,68612,1543445.42145733,44863869.96903225982462224687,23.55819365,684.774286103968204899445,7.17,208.412907386277981,1616374.78299357,46983733.3262976392917795475,,0.0614933715244947,
2019-06-05,12420,236266,5832928023.4567771685456,0.00380828315206785,0.1179397940969965917100735655,0.027238412418416540584,14659.090827698948748208496,0,114.48612516,,0.00397116099101258,30.9692817964328,,40.9164129873744,188345602,126837,74315,1645139.10949745,50948776.67635904520001069636,23.65638566,732.621273789631929073648,8.2999,257.04194198221259672,1758024.30035159,54444749.96256500550384780815,,0.0612348696713256,
2019-06-06,11830,234251,5873711353.9974306814038,0.0682995478191092,2.129977154964267033469319403,0.00623716326967638,126727.250788798595642597721,0,299.47215494,,0.00401015374843399,31.1858163483819,,48.9102038050836,188345602,82554,31007,628925.25697566,19613547.56090182522172868455,20.78764815,648.279777520680759028485,0.5,15.59290817419095,644562.60619326,20101211.06177741221471968599,,0.0608788156665209,
