date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedUSD,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-01-28,275560,4884,105383593,21577.3122440622,11053930033.051,2605258504636940,0.000656293878542939,0.0693487074862751,0.0329002614485687,39429.178523207,15416.71875,5.37908144921329,1629040.82141606,1629040.82141606,36.64782383,32.6234744637918,0.030761438238682,105.667155756867,-91.301907036561,-24.576686601779,104610841.03073,568564,342861,2854489.84720636,301625823.29115,10.4232127153775,1101.39124148275,0.162845005823844,17.207368594616,3573713.134807047556180076,377624102.446018,0.0568050445904063,0.0531145010744561,0.0630654726685695
2019-01-29,247558,4870,107642118,22103.104312115,10904977503.7352,2443767712364420,0.000580526032900721,0.0605069952579469,0.027318074134192,34248.5324978644,15463.78125,5.39470467431027,1611757.07157941,1611757.07157941,49.47996275,32.3223295070411,0.0306929579002798,104.227875803624,-91.030367352319,-24.6917750521213,104626304.81198,566026,306746,2114518.66582813,220391788.886379,8.36057564606104,871.405040084453,0.161002434973305,16.7809417964787,2564573.137126638440015379,267300010.425746,0.0567810688329927,0.0523433011002239,0.0627678851146064
2019-01-30,244601,4949,106740760,21568.1471004243,11266777160.4626,2404536518742150,0.000632052371937355,0.0680530068524722,0.0317396860582694,37793.0331964866,15555.375,5.42585143732608,1674845.45342818,1674845.45342818,43.8414715,33.4467643606101,0.0313185419870845,107.66988603156,-89.7645728339304,-17.6775694654701,104641860.18698,555347,303494,2386823.63110726,256989028.338753,9.30139924936327,1001.48059711298,0.180481595,19.4324327644442,2822918.863786255936164496,303943352.340207,0.0568431427696935,0.051212470368298,0.062888890310478
2019-01-31,226825,4931,102578836,20802.8464814439,11066405544.7903,2465757939828110,0.000755015239023658,0.0798347346327387,0.0359030174496314,41279.1083849904,15653.4375,5.45923984779587,1655182.52389009,1655182.52389009,48.87382799,32.9988140882988,0.0310073768480593,105.739236119229,-90.3544601484339,-24.0131462334388,104657513.62448,517057,289394,2141381.55201843,226428049.550238,8.919511608855,943.142344076923,0.199598742197291,21.1054185303005,2581253.142532982999766196,272939735.521797,0.0568394308271066,0.0463845304745412,0.0623261952778449
2019-02-01,233701,4848,98770059,20373.3620049505,11161780075.5382,2408027966911140,0.000718761407842632,0.0766450851279026,0.0313506746212742,38234.8605865486,15300.65625,5.33542502857701,1631584.67886298,1631584.67886298,62.26896672,33.3123298705242,0.0309530924242807,106.634947691409,-89.537089765518,-30.9477076183188,104672814.28073,498856,283581,1680978.82131497,179251088.681288,7.15785472666705,763.277464360845,0.13505101922599,14.4011583708349,2029831.601242967759844374,216450986.620913,0.0568519130943954,0.0460239503014462,0.0623251268686386
2019-02-02,230615,4935,86358050,17499.0982776089,11366140886.3459,2358910170611820,0.000637080092304459,0.0691685066650944,0.0273599252121565,31147.5469103723,15611.625,5.44304976954297,1694971.79539775,1694971.79539775,92.989438,34.1183586406752,0.0313613999425428,108.571131794272,-88.1059769357731,-26.1732686084405,104688425.90573,450314,256394,1125809.85704393,122230450.364407,5.22151569162074,566.905868320814,0.116276809463136,12.6243048048396,1338765.294237407315108638,145351263.202247,0.0566978887353852,0.0452242543756345,0.0616906404438527
2019-02-03,217389,4858,80629959,16597.3567311651,11100861558.8499,2354610028800640,0.000597854891176799,0.0633856054733132,0.0281817401264421,26899.4564795537,15226.125,5.30787180505308,1614300.00219225,1614300.00219225,84.8596325,33.6971163309087,0.0310638884237538,106.021722676797,-88.9663436485649,-30.9045357816786,104703652.03073,424378,228710,1233845.22118162,130814395.866209,6.2929398795664,667.188326733145,0.12117593728887,12.8472816183415,1439258.279855631588214635,152592642.207138,0.0565383342049134,0.045146643084562,0.0600849078316001
2019-02-04,208209,4938,80617335,16325.9082624544,11103012398.4973,2361902705248710,0.00064098525842634,0.0679615360776839,0.0281830566754309,28298.7758535194,15394.6875,5.36584424094247,1632247.53796136,1632247.53796136,107.4240971,34.0168958467374,0.0310802162691817,106.026675628288,-87.3275766760601,-31.286151382287,104719046.71823,416394,220794,974818.960964691,103356813.770508,5.42417287030666,575.107017471764,0.116453659424946,12.3471943735759,1197624.824726488956211097,126980178.815661,0.0564748703168415,0.0449930903542246,0.0600655021586876
2019-02-05,214341,4900,81344349,16600.8875510204,11116053922.4595,2363998855756170,0.000650464714541079,0.069037453974802,0.026746167797779,28637.7714705503,15418.78125,5.3734509737656,1636481.39107043,1636481.39107043,110.44600477,34.4405057215923,0.03097524304089,106.135586499123,-84.6793762139776,-31.9383136011381,104734465.49948,414815,234106,948286.592352502,100646953.648588,4.88871488273115,518.866621305662,0.116379086659375,12.351962618825,1144477.486336657689904451,121469789.247383,0.0560530474617535,0.0448408456709976,0.0600124759585745
2019-02-06,210354,4892,83277359,17023.1723221586,10830572094.625,2348839743433340,0.000661107783436253,0.0683550489729017,0.0282267564187611,29328.7590875438,15302.34375,5.33209341056404,1582181.42735312,1582181.42735312,64.00334687,33.7719847324595,0.030703642680985,103.394712156634,-86.8961882384304,-31.2288843599146,104749767.84323,429065,239198,1636629.53533843,169218839.713363,8.33689460096737,861.990817547218,0.120518189398131,12.4609435024585,1994168.514762193877520718,206186479.575659,0.0560576565428801,0.0449118573700411,0.0600466410705969
