date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedUSD,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-12-04,18139,146,3876272,26549.8082191781,7.45530575106863,5061400318.11297,678899093.7611749237093022702,5972777.11772023,0.000204807161016949,0.063173098819827,0.00595311609793645,313.085877751069,1825,4.0594957256516,562924.19060798,562924.19060798,127.17426202,,0.0266777531063395,308.451611292044,,119.169370435146,16409057.7997364,4956,16060,129028.13461235,39798936.0231861,17.426247390236,5375.15408629207,0.04028485,12.4259268931583,279865.53308719,86324974.6258506,,0.258296608572811,
2017-12-05,20250,147,4431934,30149.2108843537,6.63516630399837,4571979594.64006,689052750.9287857290381052416,6175766.53258607,0.000208303823681045,0.0580322288309606,0.00537686729242435,337.689539567365,1837.5,4.08684284282024,511916.76942123,511916.76942123,97.11799964,,0.0237369002224834,278.594160229241,,67.2012026224771,16410895.29973638,5819,20112,168978.92626132,47076542.0582113,17.9342019793407,4996.36393981601,0.03178972,8.85643034732271,360692.6702085,100486871.55758,,0.257996646475899,
2017-12-06,24784,128,5343795,41748.3984375,6.12438868109278,4254930164.4783,694751817.0448786828086305287,4421074.10762503,0.000204475743476894,0.0530102213548197,0.00500351413204976,337.251028259368,1600,3.5582645376866,414799.099030032,414799.099030032,99.3751326,,0.0185282293395675,259.24943689377,,75.1286183991109,16412495.29973638,6362,21405,165156.9650301,42816850.1831375,14.4008489084321,3733.4119703033,0.03292748,8.53643064833087,308250.17088499,79913683.224342,,0.258583355904093,
2017-12-07,19937,154,4254031,27623.5779220779,5.31349328827032,3728803236.42709,701761164.2906414465304368558,3968496.24564251,0.000234497251838235,0.0532698746358844,0.00438430971967977,289.788118019214,1925,4.28053496358496,437295.140434381,437295.140434381,93.11313678,,0.0133373880838666,227.166306719159,,50.0768183121533,16414420.29973633,5440,22245,176284.68835405,40045941.5845275,15.0291076146204,3414.1068700981,0.02216873,5.03598851875422,334322.49888723,75946807.3253322,,0.258671893651347,
2017-12-08,23082,136,5289809,38895.6544117647,5.78798064421335,4096719651.42928,707797745.5790322149436884646,4901253.41849268,0.000235519768545994,0.0587750605188943,0.00481640532774698,297.107930923016,1700,3.77982122858815,424242.956330045,424242.956330045,121.28543057,,0.0153115240088403,249.554680194144,,87.3412189276766,16416120.29973627,5055,29920,135351.13180589,33777508.4117343,9.38662556203376,2342.47634023551,0.014289865,3.56610269009249,280847.83681605,70086892.0998465,,0.257773450438715,
2017-12-09,19183,150,7738950,51593,5.51998002698209,3917390839.29193,709674821.3115664907957593192,4106350.80408668,0.000360456911827045,0.0860062741261363,0.00460504719474181,405.777601327114,1875,4.16844436550056,447381.527986575,447381.527986575,125.48653468,,0.0158540288060852,238.60348159284,,53.4458120080453,16417995.29973617,4718,26525,130834.71737985,31217619.0800475,11.8537785700615,2828.35283684726,0.01433416,3.42018048170882,314421.47657088,75022058.9973735,,0.251285501479944,
2017-12-10,17851,139,3969222,28555.5539568345,5.03582922527857,3602016476.78449,715277726.0005740476490884516,4711583.64342312,0.00023196799270073,0.0508870967625054,0.00423386414686712,223.089032206828,1737.5,3.8623496967636,381157.458817701,381157.458817701,106.97392187,,0.0141758452855809,219.37119931954,,2.5400896828483,16419732.79973607,4384,23741,153492.85613743,33671911.9378496,10.3748696848001,2275.94760553854,0.0155316,3.40718571935137,246309.78118684,54033272.1030906,,0.187476055379481,
2017-12-11,22436,154,4933772,32037.4805194805,5.66877899097867,4107993892.99458,724669968.529743320591155156,4336450.36793197,0.000327019343794579,0.0818062027343441,0.00482803156061808,458.769184934207,1925,4.27864840790493,481552.370683409,481552.370683409,89.52046999,,0.0148254427664218,250.157075679693,,-51.2793529134488,16421657.799736,5608,27421,183440.25451882,45888877.6323666,13.7421613507633,3437.69889702544,0.01557491,3.89617393957441,376823.80639928,94265141.4553347,,0.158029951414618,
2017-12-12,26241,150,5908440,39389.6,6.30608492187123,4657186651.61042,738522666.4896344773211611902,4143171.26929993,0.000318420507213364,0.0902938334812439,0.00643699125399236,594.584893473991,1875,4.16703889683836,531689.806221836,531689.806221836,114.57899924,,0.0162652875539355,283.567896651646,,-2.22310796648304,16423532.79973587,6585,28415,143338.07162007,40646075.4794062,7.65910038198487,2171.87498556327,0.01687358,4.78480558958328,217633.3373541,61713827.7147802,,0.159615186907293,
2017-12-13,25675,146,5661520,38777.5342465753,5.96357782039206,4460503634.17181,747957646.988258231606935168,4621363.33009347,0.000279231677257278,0.0758287232684828,0.00526830353152643,513.132970357826,1825,4.05546721186625,495600.718816275,495600.718816275,117.13206399,,0.0164432049005104,271.562037707548,,-1.71476597651007,16425357.79973576,6767,33565,140229.38929593,38080978.7036878,6.98118520355936,1895.82487949236,0.01627948,4.42088876161927,234323.48135747,63633362.0801612,,0.135733984501498,
2017-12-14,26164,150,5906761,39378.4066666667,6.60842625358067,5146074298.34188,778714038.8460202785934826818,4289535.87450767,0.000240703101612413,0.0754038163237538,0.00604601122835469,495.704688512354,1875,4.16610033073259,587371.557158811,587371.557158811,70.49367019,,0.0188680872782508,313.264830484699,,75.9711701611056,16427232.79973565,6574,28962,233031.31692359,73000515.9936946,13.2911036954523,4163.63534611043,0.01844595,5.77846739987923,384936.94522769,120587206.89405,,0.137213272404739,
2017-12-15,22294,143,4982403,34841.979020979,6.06276779500251,4784414328.74517,789146886.4581818881485051589,4536795.20115095,0.000248387923875433,0.0723348514029174,0.00562049317975875,397.190669053419,1787.5,3.9712501908011,520550.857969884,520550.857969884,122.30678356,,0.016451091823871,291.217263199935,,71.6106380408626,16429020.29973556,5491,29919,134326.32125057,39118143.6503063,8.6839104810856,2528.90464417498,0.01494481,4.35218666724302,259813.9176836,75662298.0490712,,0.137282071480462,
2017-12-16,22424,154,4769036,30967.7662337662,5.98346673206251,4760311077.95906,795577428.7923836674048441852,4559078.19359112,0.000221727744817727,0.0642381202476341,0.00559152271087465,359.476520905763,1925,4.27622992580538,557703.690074285,557703.690074285,167.31618924,,0.014750948185772,289.716202635992,,83.1280933675474,16430945.29973546,5596,27808,98202.96155466,28450989.1092244,6.20496139493347,1797.67785284305,0.01552889,4.49897104195203,172547.56647031,49989825.7318596,,0.123126062459992,
2017-12-17,39900,142,7363061,51852.5422535211,6.03132609734575,4854805314.01753,804931657.7583198702645918663,4800289.71748809,0.000260126879143294,0.0768506572343956,0.00570190089355121,452.112416509947,1775,3.94259129457971,524397.621039036,524397.621039036,146.52829259,,0.0153469144136092,295.435279458612,,33.3100206828469,16432720.29973539,5883,27390,112147.08101196,33132204.219236,8.06780405187696,2383.51394468359,0.017720615,5.23529484470347,220977.15298091,65284446.9448836,,0.122645622410326,
2017-12-18,27207,147,6755747,45957.462585034,6.19068776483408,5129759155.98075,828625081.8721812727003418123,4184173.67754248,0.000299922703897805,0.0936156150444796,0.00602415671397153,571.616945461587,1837.5,4.08095860060685,573543.417716201,573543.417716201,85.44137354,,0.0164435813264216,312.132472226504,,47.743293950367,16434557.79973528,6106,28236,192348.94195189,60038350.7815957,13.0519065623456,4073.92386257426,0.01976156,6.16822457785239,368533.63369439,115031314.183647,,0.118147984498897,
2017-12-19,30622,154,8759099,56877.2662337662,6.22017816396076,5251384242.57962,844249811.5256158330161501468,4594653.12783924,0.000249524262319488,0.0797219085890424,0.00616626544234993,535.492059992601,1925,4.27478925120961,615029.06614112,615029.06614112,110.59482558,,0.0180983241999967,319.495618774608,,78.0495170584352,16436482.79973527,6717,24037,148618.91335513,47483091.6840071,9.9400938318588,3175.81642948739,0.03401398,10.8673175870871,238930.03543639,76337099.5155884,,0.114591948632123,
2017-12-20,33309,150,8932272,59548.48,7.49811423373266,6575083285.36279,876898254.7348610532441569879,4836996.0516691,0.000234302027904995,0.0937171076437791,0.00771969493263774,879.909923667434,1875,4.16328083582062,749970.362626723,749970.362626723,86.4214561,,0.0243097881744421,399.984193400919,,88.2530909488369,16438357.7997352,9389,29506,190211.53475469,76081607.3044056,14.9141789015817,5965.43581818617,0.066044145,26.4166140666783,440057.76267007,176016149.251401,,0.107713045698859,
2017-12-21,25214,154,5486270,35625.1298701299,6.51230381194274,5793870933.49674,889680687.6349219345550681153,4602305.80909063,0.000208775999419364,0.0735766658872239,0.00680169011559148,506.869651297089,1925,4.27380117823351,678406.91567428,678406.91567428,102.48301827,,0.0225420830777775,352.419176973652,,21.7871193656014,16440282.79973512,6889,27328,160419.58050383,56534936.5316183,10.2110499041972,3598.56980327405,0.03029987,10.6782552478086,279047.5717819,98341715.5838733,,0.109185178989347,
2017-12-22,18503,137,3946648,28807.6496350365,5.20182667997262,4626184047.24901,889338367.4354490432253633082,4541505.6432043,0.000233137797144057,0.0655965616275289,0.00543032341782414,312.370826470295,1712.5,3.80162193581257,481835.69186652,481835.69186652,143.26224481,,0.0196679328433726,281.363907659282,,6.25992689246941,16441995.29973507,4762,19547,114768.51644406,32291718.2629593,12.0855985388326,3400.45123128724,0.02995305,8.42770719431386,236237.19463856,66468620.2179716,,0.116307421732564,
2017-12-23,19325,149,4296245,28833.8590604027,5.37690590572591,4803984371.02972,893447729.095262858351926366,4386119.67785189,0.000188270127809608,0.0550021024594179,0.00563839091106514,249.599540960841,1862.5,4.13414241523637,544119.330148126,544119.330148126,256.77010882,,0.0195927427338841,292.14460679094,,0.604178145657359,16443857.79973504,4538,22005,64041.16848001,18709281.9840249,4.85556124422949,1418.52603044475,0.01997295,5.8349896242051,106846.62517927,31214665.2999368,,0.100306339786746,
2017-12-24,14058,154,3087415,20048.1493506493,5.04119657004651,4512718062.95591,895168042.0020360047657341169,4485876.60442746,0.000194544885754584,0.0533830606114142,0.00529591444053686,189.242949867465,1925,4.27237188132707,528219.445493961,528219.445493961,194.4057524,,0.0195631631360073,274.399711944915,,-30.60856104001,16445782.79973496,3545,17745,84595.1449302,23212883.4007852,6.55679647016343,1799.18306269428,0.02238009,6.14109024930127,116350.35336305,31926503.44751,,0.0994650988660542,
2017-12-25,14849,152,3967732,26103.5,5.12230734985905,4621641922.98317,902257831.7387267852810398149,4290488.28734715,0.000220534145404664,0.0619679905225245,0.00542311583945508,225.873325454602,1900,4.21639940679776,533881.870205423,533881.870205423,151.09578913,,0.0199553732138677,280.990458002854,,-21.748840164989,16447682.7997349,3645,20015,108855.99720801,30587496.5118361,7.67186820598901,2155.72176093839,0.02014241,5.65982501118127,153552.44214287,43146771.0451818,,0.0996494572805344,0.20246996089478
2017-12-26,18567,145,4388242,30263.7379310345,4.95250302502309,4472923749.50384,903164263.9901228830084657056,4230733.3261822,0.000189834001556017,0.0516193961304663,0.00524802899982077,199.04439147908,1812.5,4.02177992665016,492852.464361407,492852.464361407,148.92619158,,0.0172897619206049,271.918601026983,,-24.0317863509765,16449495.29973489,3856,16215,110454.01164814,30034500.3251803,8.60290964518841,2339.29115548117,0.03366897,9.15521922041946,139496.17989673,37931606.0861272,,0.0997037538729575,0.202409001413344
2017-12-27,23875,147,4805273,32688.9319727891,4.93317641227352,4472666669.79098,906650461.2855911915400505514,4197242.9568748,0.000197475511460102,0.053688181313903,0.00524714123638402,252.978710351114,1837.5,4.07679735231427,499565.907868168,499565.907868168,276.64780448,,0.017666683526022,271.872602921452,,-24.5870761895561,16451332.79973488,4712,17112,59466.7029098,16167367.307244,4.67915093822405,1272.13294503733,0.04478318,12.1753197136999,80069.63085489,21768738.9554788,,0.0987426966508935,0.197313467309421
