,Gold,XRP_Amount,action,price_action_happened
1507374600,0.0,214.4419,brought,0.23269705
1507376100,50.11,0.0,sell_profit,0.2341438
1507376700,0.0,215.0434,brought,0.23255582
1507378500,50.17,0.0,sell_profit,0.23375758
1507380900,0.0,214.5986,brought,0.23330614
1507381200,50.12,0.0,sell_profit,0.234
1507382700,0.0,213.741,brought,0.234
1507383000,50.05,0.0,sell_profit,0.23461251
1507383300,0.0,213.4441,brought,0.23400004
1507383600,49.98,0.0,sell_profit,0.23461424
1507384200,0.0,213.3261,brought,0.23380603
1507384500,49.91,0.0,sell_profit,0.23445143
1507384800,0.0,213.0476,brought,0.23381977
1507387200,49.85,0.0,sell_profit,0.23445
1507387800,0.0,213.1243,brought,0.23342911
1507389600,49.77,0.0,sell_profit,0.234
1507391100,0.0,211.8611,brought,0.23445463
1507391400,49.91,0.0,sell_profit,0.23607369
1507392300,0.0,211.9778,brought,0.23500081
1507392600,49.94,0.0,sell_profit,0.23607037
1507392900,0.0,212.454,brought,0.2346
1507394400,49.97,0.0,sell_profit,0.23566678
1507394700,0.0,212.7194,brought,0.2344322
1507395300,49.91,0.0,sell_profit,0.23509929999999998
1507396200,0.0,212.8628,brought,0.2340021
1507396500,49.91,0.0,sell_profit,0.23495475
1507396800,0.0,212.8773,brought,0.23400001
1507397100,49.86,0.0,sell_profit,0.23470576
1507397400,0.0,212.6661,brought,0.234
1507399500,49.79,0.0,sell_profit,0.23456953
1507401000,0.0,213.1508,brought,0.23310095
1507401600,50.01,0.0,sell_profit,0.23509941
1507402200,0.0,214.1165,brought,0.23310378
1507402500,50.24,0.0,sell_profit,0.23509492
1507405200,0.0,214.3539,brought,0.2338962
1507405500,50.4,0.0,sell_profit,0.23561060000000003
1507407300,0.0,214.1493,brought,0.23489333
1507407600,50.42,0.0,sell_profit,0.2359
1507407900,0.0,214.3651,brought,0.23472077
1507409700,50.47,0.0,sell_profit,0.23589056
1507411800,0.0,213.3422,brought,0.23607448
1507412100,50.46,0.0,sell_profit,0.237
1507412400,0.0,213.3234,brought,0.2360737
1507412700,50.52,0.0,sell_profit,0.2372752
1507414500,0.0,212.7177,brought,0.237
1507414800,50.59,0.0,sell_profit,0.23829949
1507417500,0.0,210.5455,brought,0.23979594
1507417800,50.78,0.0,sell_profit,0.24167978
1507418400,0.0,210.7153,brought,0.24052005
1507418700,50.83,0.0,sell_profit,0.24172495
1507419000,0.0,210.9177,brought,0.24052798
1507420800,50.78,0.0,sell_profit,0.24124506
1507421400,0.0,211.3425,brought,0.23979804
1507422000,50.71,0.0,sell_profit,0.24044337
1507422900,0.0,211.6546,brought,0.23912948
1507423200,50.74,0.0,sell_profit,0.24018828
1507424400,0.0,211.9636,brought,0.23887978
1507424700,50.8,0.0,sell_profit,0.2401514
1507425900,0.0,211.7617,brought,0.2394197
1507426200,51.14,0.0,sell_profit,0.242
1507427700,0.0,212.6725,brought,0.24000077
1507428000,51.15,0.0,sell_profit,0.2410045
1507428300,0.0,212.9133,brought,0.23977
1507428600,51.15,0.0,sell_profit,0.24070000000000005
1507429500,0.0,212.8436,brought,0.23981666
1507429800,51.13,0.0,sell_profit,0.24072059
1507430100,0.0,213.0734,brought,0.23950006
1507430400,51.25,0.0,sell_profit,0.2410045
1507431300,0.0,213.3769,brought,0.2397
1507432200,51.41,0.0,sell_profit,0.24141013
1507436400,0.0,214.2192,brought,0.2395
1507437000,51.31,0.0,sell_profit,0.23999899
1507437900,0.0,213.8808,brought,0.23941820000000005
1507438200,51.33,0.0,sell_profit,0.24049189999999998
1507439700,0.0,213.7641,brought,0.23966166
1507440000,51.3,0.0,sell_profit,0.24047925
1507440900,0.0,213.5277,brought,0.23978348
1507443600,51.23,0.0,sell_profit,0.24041185
1507445100,0.0,213.5543,brought,0.23942139
1507445400,51.26,0.0,sell_profit,0.240499
1507446000,0.0,213.5861,brought,0.23950228
1507446300,51.31,0.0,sell_profit,0.24071
1507446900,0.0,213.3619,brought,0.24000008
1507447200,51.27,0.0,sell_profit,0.2408
1507450200,0.0,213.0961,brought,0.24013685
1507450500,51.49,0.0,sell_profit,0.24212373
1507451400,0.0,213.1368,brought,0.24111012
1507451700,51.54,0.0,sell_profit,0.24228999
1507456200,0.0,206.7306,brought,0.2488
1507457100,51.58,0.0,sell_profit,0.24999701
1507458300,0.0,207.5538,brought,0.24801046
1507458600,51.78,0.0,sell_profit,0.25
1507460700,0.0,203.7095,brought,0.25370000000000004
1507461000,51.84,0.0,sell_profit,0.255
1507461300,0.0,204.0155,brought,0.2536
1507461600,52.12,0.0,sell_profit,0.25599999
1507464300,0.0,201.6449,brought,0.25797461
1507464600,52.52,0.0,stop_loss_hit,0.2609994
1507464900,0.0,202.938,brought,0.25830002
1507465200,52.92,0.0,sell_profit,0.26130000000000003
1507465500,0.0,203.676,brought,0.25931292
1507465800,53.13,0.0,sell_profit,0.26140012
1507467000,0.0,204.3956,brought,0.25943894
1507467300,52.77,0.0,stop_loss_hit,0.2586844
1507467600,0.0,204.3563,brought,0.25770026
1507467900,52.41,0.0,stop_loss_hit,0.25700001
1507468200,0.0,203.5396,brought,0.25700015
1507468500,53.02,0.0,sell_profit,0.261
1507469700,0.0,204.2915,brought,0.25900017000000003
1507470000,53.21,0.0,sell_profit,0.26099968
1507470300,0.0,205.045,brought,0.25900152
1507470600,53.18,0.0,sell_profit,0.25986525
1507470900,0.0,205.6216,brought,0.25810097
1507471200,53.35,0.0,sell_profit,0.26
1507472700,0.0,205.1941,brought,0.25950054
1507473000,53.69,0.0,sell_profit,0.2621598
1507473300,0.0,206.072,brought,0.2599999
1507473900,53.74,0.0,sell_profit,0.26129993
1507474200,0.0,207.1511,brought,0.2589
1507474500,53.75,0.0,sell_profit,0.26
1507475700,0.0,206.6402,brought,0.25960134
1507476000,53.8,0.0,sell_profit,0.26089909
1507476300,0.0,207.705,brought,0.25852435
1507476600,54.08,0.0,sell_profit,0.260899
1507478700,0.0,207.6699,brought,0.2599004
1507479000,54.19,0.0,sell_profit,0.26148961
1507480500,0.0,205.652,brought,0.26300023
1507480800,54.53,0.0,sell_profit,0.26569905
1507481100,0.0,207.1847,brought,0.26267958
1507481400,54.69,0.0,sell_profit,0.26448925
1507481700,0.0,207.2285,brought,0.26337665
1507482000,54.64,0.0,sell_profit,0.26419952
1507482300,0.0,207.1056,brought,0.26329998
1507482600,54.61,0.0,sell_profit,0.26419926
1507483500,0.0,207.6133,brought,0.2625
1507488900,54.6,0.0,sell_profit,0.2634999
1507489500,0.0,208.4182,brought,0.26143332
1507489800,54.79,0.0,sell_profit,0.26338911
1507490100,0.0,208.6553,brought,0.2620386
1507490400,54.88,0.0,sell_profit,0.26354745
1507491000,0.0,208.8459,brought,0.26225476000000003
1507491600,54.93,0.0,sell_profit,0.26354745
1507493100,0.0,208.3568,brought,0.2631105
1507493400,54.96,0.0,sell_profit,0.26431058
1507493700,0.0,208.469,brought,0.26311265
1507494000,55.54,0.0,sell_profit,0.26695638
1507494600,0.0,209.6462,brought,0.26439667
1507494900,56.07,0.0,sell_profit,0.26799997000000003
1507496100,0.0,209.5215,brought,0.26708781
1507496400,56.27,0.0,sell_profit,0.26909965
1507496700,0.0,210.1674,brought,0.26720061
1507497000,56.64,0.0,sell_profit,0.2700546
1507497600,0.0,210.3828,brought,0.26870019
1507497900,56.65,0.0,sell_profit,0.26979976
1507498200,0.0,211.1856,brought,0.26770011
1507498500,55.85,0.0,stop_loss_hit,0.26500007000000003
1507498800,0.0,212.0307,brought,0.26288914
1507499100,56.52,0.0,sell_profit,0.2670923
1507501200,0.0,209.4167,brought,0.26934558000000003
1507501500,57.33,0.0,sell_profit,0.27430196
1507502400,0.0,208.6573,brought,0.27420009
1507502700,58.2,0.0,sell_profit,0.27949999000000003
1507503300,0.0,211.2242,brought,0.27500013
1507503600,58.46,0.0,sell_profit,0.27730013000000003
1507503900,0.0,211.1072,brought,0.27634505
1507504200,58.45,0.0,sell_profit,0.2774256
1507505400,0.0,211.0743,brought,0.27636007
1507505700,58.35,0.0,sell_profit,0.277
1507506000,0.0,210.7418,brought,0.2763285
1507506300,58.89,0.0,sell_profit,0.27999921
1507507200,0.0,210.8929,brought,0.2786805
1507507500,58.79,0.0,sell_profit,0.27933357000000003
1507507800,0.0,211.0555,brought,0.27800298
1507508100,58.77,0.0,sell_profit,0.27899967000000003
1507508400,0.0,215.3051,brought,0.27240000000000003
1507508700,58.53,0.0,stop_loss_hit,0.27240000000000003
1507509000,0.0,214.7601,brought,0.272
1507509300,58.3,0.0,stop_loss_hit,0.27200003
1507509600,0.0,213.509,brought,0.27250059
1507509900,58.61,0.0,sell_profit,0.27507869
1507511100,0.0,212.3162,brought,0.27551871
1507511400,58.86,0.0,sell_profit,0.27779974
1507511700,0.0,213.7371,brought,0.2748502
1507512600,58.04,0.0,stop_loss_hit,0.27210004
1507512900,0.0,213.118,brought,0.2718
1507513200,58.32,0.0,sell_profit,0.27418806
1507513500,0.0,213.5061,brought,0.272596
1507514100,57.53,0.0,stop_loss_hit,0.27000039
1507514400,0.0,213.4435,brought,0.26900033
1507514700,56.94,0.0,stop_loss_hit,0.26730000000000004
1507515000,0.0,212.5994,brought,0.26728896
1507515300,55.78,0.0,stop_loss_hit,0.26290047
1507515600,0.0,212.9066,brought,0.2614721
1507515900,55.56,0.0,stop_loss_hit,0.26147232
1507517400,0.0,206.8891,brought,0.26800224
1507517700,55.8,0.0,sell_profit,0.27025339
1507518000,0.0,207.7783,brought,0.26802145
1507518900,54.95,0.0,stop_loss_hit,0.265
1507519200,0.0,207.9682,brought,0.26370009
1507519500,55.04,0.0,sell_profit,0.26518678
1507522200,0.0,204.0887,brought,0.26914786
1507522500,54.45,0.0,stop_loss_hit,0.26735069
1507522800,0.0,203.5401,brought,0.267
1507523100,54.58,0.0,sell_profit,0.26868752
1507523400,0.0,204.698,brought,0.26610004
1507523700,54.87,0.0,sell_profit,0.268597
1507526100,0.0,202.0722,brought,0.271
1507526400,55.06,0.0,sell_profit,0.27299899
1507526700,0.0,203.2977,brought,0.27026901000000003
1507527000,55.19,0.0,sell_profit,0.272
1507527300,0.0,203.9248,brought,0.27008003
1507527600,55.15,0.0,sell_profit,0.27099977000000003
1507527900,0.0,203.7865,brought,0.2701
1507528200,55.4,0.0,sell_profit,0.27239629
1507528800,0.0,204.3928,brought,0.27050306
1507529100,55.59,0.0,sell_profit,0.27250179
1507529400,0.0,204.6805,brought,0.27103130000000003
1507529700,55.7,0.0,sell_profit,0.27266055
1507530000,0.0,204.7322,brought,0.27150240000000003
1507530900,54.77,0.0,stop_loss_hit,0.2680365
1507531200,0.0,203.9141,brought,0.26803653
1507533300,54.98,0.0,sell_profit,0.27016
1507534200,0.0,204.4689,brought,0.26835036
1507534500,55.1,0.0,sell_profit,0.2699987
1507534800,0.0,204.9028,brought,0.2683503
1507535100,55.11,0.0,sell_profit,0.26949997000000003
1507535400,0.0,205.4564,brought,0.26769983
1507535700,55.09,0.0,sell_profit,0.26865124
1507536000,0.0,205.6049,brought,0.26738443
1507541700,55.14,0.0,sell_profit,0.26872514000000003
1507544700,0.0,203.3285,brought,0.27064779
1507545000,55.28,0.0,sell_profit,0.27240108
1507545300,0.0,204.1109,brought,0.27027256
1507545600,54.8,0.0,stop_loss_hit,0.26901869
1507545900,0.0,203.2952,brought,0.26901883
1507546200,54.94,0.0,sell_profit,0.27079999
1507546500,0.0,203.3841,brought,0.26960003
1507546800,55.02,0.0,sell_profit,0.27105869
1507548000,0.0,203.476,brought,0.26985357
1507548300,55.17,0.0,sell_profit,0.2716585
1507548600,0.0,204.0329,brought,0.26983435
1507548900,55.24,0.0,sell_profit,0.27129993
1507549200,0.0,204.3214,brought,0.26983435
1507549800,55.26,0.0,sell_profit,0.271
1507550100,0.0,204.7523,brought,0.26934909
1507550400,55.23,0.0,sell_profit,0.27030000000000004
1507550700,0.0,204.6526,brought,0.26935096000000003
1507551000,55.55,0.0,sell_profit,0.27199999
1507552200,0.0,205.2251,brought,0.27015733000000003
1507552500,55.5,0.0,sell_profit,0.2709999
1507552800,0.0,205.043,brought,0.27015672
1507553100,55.66,0.0,sell_profit,0.2720094
1507554600,0.0,205.3627,brought,0.27050063
1507554900,56.15,0.0,sell_profit,0.27396735
1507557900,0.0,204.0709,brought,0.2746
1507560000,56.21,0.0,sell_profit,0.27600098
1507560600,0.0,205.9026,brought,0.27245254
1507560900,56.72,0.0,sell_profit,0.27599923
1507561200,0.0,206.877,brought,0.27360159
1507561500,56.69,0.0,sell_profit,0.27456368000000003
1507561800,0.0,208.1884,brought,0.27174392
1507562100,56.95,0.0,sell_profit,0.2740821
1507562400,0.0,208.9437,brought,0.27200001
1507562700,57.04,0.0,sell_profit,0.2735397
1507563000,0.0,209.2868,brought,0.272
1507563300,57.23,0.0,sell_profit,0.2739997
1507565100,0.0,209.2024,brought,0.27301496000000003
1507565400,57.37,0.0,sell_profit,0.27478997
1507566900,0.0,209.7211,brought,0.27301498
1507567200,56.78,0.0,stop_loss_hit,0.27126219
1507567500,0.0,208.9309,brought,0.2712
1507567800,56.25,0.0,stop_loss_hit,0.26977782
1507568100,0.0,208.0596,brought,0.26982505
1507568400,56.27,0.0,sell_profit,0.27100100000000005
1507568700,0.0,208.2023,brought,0.26973318
1507569000,56.83,0.0,sell_profit,0.27349078
1507569900,0.0,209.2413,brought,0.27104522000000003
1507570200,57.01,0.0,sell_profit,0.27299982
1507570500,0.0,210.297,brought,0.27054399
1507570800,57.16,0.0,sell_profit,0.27236746
1507571100,0.0,211.0044,brought,0.27036954
1507571400,57.17,0.0,sell_profit,0.2715
1507571700,0.0,213.971,brought,0.266666
1507572000,56.61,0.0,stop_loss_hit,0.26511498
1507572300,0.0,217.3086,brought,0.26
1507572600,56.24,0.0,stop_loss_hit,0.25930000000000003
1507572900,0.0,217.0159,brought,0.2586121
1507573200,56.64,0.0,sell_profit,0.26149999
1507573500,0.0,218.5726,brought,0.25860001
1507573800,56.03,0.0,stop_loss_hit,0.25686393
1507574100,0.0,227.5723,brought,0.24572001
1507574400,55.64,0.0,stop_loss_hit,0.245
1507574700,0.0,218.6729,brought,0.253952
1507575000,56.96,0.0,sell_profit,0.261
1507575300,0.0,228.1122,brought,0.24920004
1507575600,56.75,0.0,stop_loss_hit,0.24930037
1507575900,0.0,231.7182,brought,0.24444000000000002
1507576200,54.58,0.0,stop_loss_hit,0.23600001
1507576500,0.0,231.654,brought,0.2351221
1507576800,54.36,0.0,stop_loss_hit,0.23512241
1507577100,0.0,229.2865,brought,0.23660098
1507577400,53.77,0.0,stop_loss_hit,0.23498095
1507577700,0.0,230.3118,brought,0.233
1507578000,53.79,0.0,stop_loss_hit,0.23400001
1507579500,0.0,220.7138,brought,0.24320004
1507579800,55.01,0.0,sell_profit,0.2497536
1507580100,0.0,223.6521,brought,0.24548756
1507580400,55.58,0.0,sell_profit,0.249
1507581900,0.0,220.9833,brought,0.25100008
1507582200,54.14,0.0,stop_loss_hit,0.24550023
1507582500,0.0,221.2722,brought,0.2442
1507582800,53.49,0.0,stop_loss_hit,0.2422051
1507583100,0.0,215.6731,brought,0.24750003
1507583400,53.81,0.0,sell_profit,0.24999973
1507584600,0.0,215.3018,brought,0.24943016
1507584900,53.07,0.0,stop_loss_hit,0.247
1507585200,0.0,214.6164,brought,0.24679857
1507585500,52.48,0.0,stop_loss_hit,0.24500009
1507585800,0.0,213.7449,brought,0.24501604
1507586100,52.71,0.0,sell_profit,0.24709731
1507586400,0.0,217.2098,brought,0.24218402
1507586700,52.03,0.0,stop_loss_hit,0.24000194
1507587000,0.0,215.0889,brought,0.24140001
1507587300,52.85,0.0,sell_profit,0.2462279
1507587600,0.0,218.4317,brought,0.24149084
1507587900,53.5,0.0,sell_profit,0.24543655
1507588200,0.0,219.4693,brought,0.24329999
1507588500,54.03,0.0,sell_profit,0.24665875
1507589100,0.0,220.4103,brought,0.24462427
1507589400,54.23,0.0,sell_profit,0.24653541
1507589700,0.0,221.782,brought,0.24403154
1507590000,55.11,0.0,sell_profit,0.24899922
1507591200,0.0,222.4712,brought,0.24723596
1507591500,54.48,0.0,stop_loss_hit,0.245369
1507591800,0.0,218.6144,brought,0.24869997
1507592700,54.38,0.0,sell_profit,0.2492634
1507594200,0.0,217.0991,brought,0.25000024
1507594500,54.68,0.0,sell_profit,0.25236887
1507594800,0.0,219.1562,brought,0.24900100000000006
1507595100,54.84,0.0,sell_profit,0.25075629
1507595700,0.0,221.6,brought,0.247
1507596000,54.85,0.0,sell_profit,0.24799847
1507596300,0.0,220.7145,brought,0.2479985
1507596600,53.66,0.0,stop_loss_hit,0.24359971
1507596900,0.0,219.895,brought,0.24353051
1507597200,52.98,0.0,stop_loss_hit,0.24139999
1507597500,0.0,219.8592,brought,0.24047446
1507597800,52.81,0.0,stop_loss_hit,0.24066593
1507599000,0.0,215.3737,brought,0.24469639
1507599300,53.29,0.0,sell_profit,0.24790542
1507599600,0.0,217.0968,brought,0.24495506
1507599900,53.4,0.0,sell_profit,0.24646909
1507600200,0.0,216.9137,brought,0.24569141
1507600500,53.67,0.0,sell_profit,0.24790581
1507600800,0.0,218.9449,brought,0.24462456
1507601400,53.93,0.0,sell_profit,0.24679
1507601700,0.0,220.7524,brought,0.24379121
1507602000,54.26,0.0,sell_profit,0.24627384
1507602300,0.0,224.2164,brought,0.24150013
1507602600,54.56,0.0,sell_profit,0.24382628
1507602900,0.0,224.981,brought,0.24202656
1507603200,54.88,0.0,sell_profit,0.24441592
1507603500,0.0,226.7875,brought,0.24150008
1507603800,55.07,0.0,sell_profit,0.24329313
1507604100,0.0,227.5246,brought,0.24153593
1507604400,55.31,0.0,sell_profit,0.24356088
1507604700,0.0,227.8884,brought,0.24220035
1507605000,55.47,0.0,sell_profit,0.24387976
1507606200,0.0,226.8592,brought,0.24400727
1507606500,55.47,0.0,sell_profit,0.245
1507606800,0.0,227.185,brought,0.24367104
1507607100,55.7,0.0,sell_profit,0.24566869
1507607400,0.0,227.349,brought,0.2445104
1507607700,56.25,0.0,sell_profit,0.2479062
1507608600,0.0,226.8113,brought,0.24750101
1507608900,56.14,0.0,sell_profit,0.247999
1507609200,0.0,227.0024,brought,0.2468
1507609800,56.14,0.0,sell_profit,0.2478
1507610400,0.0,227.1955,brought,0.2466
1507615800,56.1,0.0,sell_profit,0.24743360000000003
1507616400,0.0,228.5264,brought,0.2450096
1507616700,56.11,0.0,sell_profit,0.24601001
1507617000,0.0,228.1663,brought,0.24541374
1507617300,56.39,0.0,sell_profit,0.24762478
1507618200,0.0,228.5219,brought,0.24625147
1507618500,56.56,0.0,sell_profit,0.2479988
1507621200,0.0,224.8872,brought,0.251
1507621500,56.56,0.0,sell_profit,0.252
1507621800,0.0,224.881,brought,0.25099997
1507622100,56.69,0.0,sell_profit,0.25261052
1507623600,0.0,226.4218,brought,0.24988888
1507623900,56.04,0.0,stop_loss_hit,0.2480002
1507624200,0.0,223.9782,brought,0.24970403
1507624500,55.44,0.0,stop_loss_hit,0.2480002
1507624800,0.0,223.0384,brought,0.24805
1507625100,55.51,0.0,sell_profit,0.24938153
1507625400,0.0,223.3847,brought,0.24800001
1507625700,55.4,0.0,sell_profit,0.2485
1507626000,0.0,223.9057,brought,0.24693103
1507626300,55.46,0.0,sell_profit,0.24818384
1507629300,0.0,222.1196,brought,0.24917979
1507629600,55.64,0.0,sell_profit,0.25099746
1507629900,0.0,222.8744,brought,0.24914786
1507630200,55.79,0.0,sell_profit,0.25081671
1507630800,0.0,224.1953,brought,0.24834266
1507631100,55.77,0.0,sell_profit,0.24923778
1507631400,0.0,224.1042,brought,0.24834266
1507631700,55.91,0.0,sell_profit,0.2499857
1507632300,0.0,223.8177,brought,0.24930555
1507632600,55.94,0.0,sell_profit,0.25043000000000004
1507632900,0.0,224.7961,brought,0.24834360000000005
1507633200,56.08,0.0,sell_profit,0.24997962
1507634400,0.0,224.2223,brought,0.24961783
1507634700,56.17,0.0,sell_profit,0.25099999
1507635000,0.0,224.2184,brought,0.2500014
1507638000,56.17,0.0,sell_profit,0.25099924
1507639200,0.0,223.7337,brought,0.2505378
1507639500,56.27,0.0,sell_profit,0.25199996
1507640400,0.0,223.7231,brought,0.25100489
1507641000,56.26,0.0,sell_profit,0.25199373
1507641600,0.0,224.254,brought,0.2503926
1507642200,56.29,0.0,sell_profit,0.25149935
1507642500,0.0,225.5998,brought,0.249
1507642800,56.29,0.0,sell_profit,0.25000012
1507643100,0.0,225.244,brought,0.24939444
1507643400,56.65,0.0,sell_profit,0.252
1507648200,0.0,216.5539,brought,0.26106511
1507648500,56.42,0.0,stop_loss_hit,0.26106523
1507648800,0.0,214.2643,brought,0.26280065
1507649100,56.88,0.0,sell_profit,0.266
1507649400,0.0,216.0058,brought,0.26280102
1507649700,56.34,0.0,stop_loss_hit,0.26136511
1507650000,0.0,215.3904,brought,0.26106446
1507650300,55.67,0.0,stop_loss_hit,0.25900001
1507650600,0.0,214.8059,brought,0.25866701000000003
1507651200,56.04,0.0,sell_profit,0.2614
1507652100,0.0,215.4513,brought,0.25957559
1507652400,55.72,0.0,stop_loss_hit,0.25911601
1507652700,0.0,214.3804,brought,0.25936971000000003
1507653000,56.01,0.0,sell_profit,0.26179949
1507653600,0.0,215.8317,brought,0.259
1507653900,56.14,0.0,sell_profit,0.26063177
1507654200,0.0,216.3236,brought,0.259
1507654500,55.47,0.0,stop_loss_hit,0.25691226
1507654800,0.0,216.4806,brought,0.25570000000000004
1507655100,55.08,0.0,stop_loss_hit,0.25495049000000003
1507655400,0.0,216.0822,brought,0.2544
1507655700,55.84,0.0,sell_profit,0.25895149
1507656000,0.0,220.28,brought,0.25300163000000003
1507656300,55.91,0.0,sell_profit,0.2543
1507656900,0.0,220.527,brought,0.25300017
1507657200,56.25,0.0,sell_profit,0.2556
1507657500,0.0,221.6522,brought,0.25328625
1507657800,56.72,0.0,sell_profit,0.25639859
1507658400,0.0,221.9757,brought,0.25500186
1507658700,56.8,0.0,sell_profit,0.25638924
1507659000,0.0,224.0504,brought,0.253
1507659300,56.89,0.0,sell_profit,0.25441968
1507661100,0.0,220.8456,brought,0.25708031
1507661400,57.08,0.0,sell_profit,0.25899347
1507661700,0.0,221.6693,brought,0.25700001
1507662000,57.3,0.0,sell_profit,0.25899193
1507662300,0.0,222.668,brought,0.25680001
1507662600,57.41,0.0,sell_profit,0.25834209
1507662900,0.0,223.4493,brought,0.25641007
1507663200,57.76,0.0,sell_profit,0.25899352000000003
1507664400,0.0,222.5508,brought,0.259
1507664700,58.06,0.0,sell_profit,0.26139982
1507665000,0.0,224.3216,brought,0.25830000000000003
1507665300,57.4,0.0,stop_loss_hit,0.2563941
1507665600,0.0,223.4114,brought,0.25641001
1507665900,57.47,0.0,sell_profit,0.2577724
1507666800,0.0,223.5091,brought,0.25663008
1507667100,58.22,0.0,sell_profit,0.26099942
1507668300,0.0,224.6084,brought,0.25868411
1507668600,58.26,0.0,sell_profit,0.25990478
1507668900,0.0,224.4924,brought,0.259
1507669200,58.36,0.0,sell_profit,0.26049886
1507673400,0.0,224.0243,brought,0.26
1507673700,58.58,0.0,sell_profit,0.26199754000000003
1507674000,0.0,226.4984,brought,0.25810016
1507674300,58.84,0.0,sell_profit,0.26028945
1507674600,0.0,227.5759,brought,0.25802192
1507674900,58.35,0.0,stop_loss_hit,0.2569
1507675200,0.0,228.4297,brought,0.25491702
1507675500,58.67,0.0,sell_profit,0.25735713
1507675800,0.0,228.4446,brought,0.25631205
1507676100,58.82,0.0,sell_profit,0.25799708
1507676400,0.0,229.5345,brought,0.25574600000000003
1507676700,59.31,0.0,sell_profit,0.25890106
1507677300,0.0,231.15,brought,0.25606428000000003
1507677600,58.87,0.0,stop_loss_hit,0.25518868
1507677900,0.0,230.3966,brought,0.255
1507678200,59.36,0.0,sell_profit,0.2581566
1507681800,0.0,229.9167,brought,0.2576617
1507683000,59.38,0.0,sell_profit,0.25880153
1507683300,0.0,231.504,brought,0.256
1507683900,59.72,0.0,sell_profit,0.25849999
1507685400,0.0,232.6175,brought,0.25623461000000003
1507685700,60.08,0.0,sell_profit,0.25881347
1507686300,0.0,232.6837,brought,0.25770591
1507686900,60.09,0.0,sell_profit,0.25876442
1507689900,0.0,231.5378,brought,0.25900591
1507690200,60.04,0.0,sell_profit,0.25983371
1507690500,0.0,231.4075,brought,0.25894116
1507690800,60.37,0.0,sell_profit,0.2613953
1507692000,0.0,232.7159,brought,0.25888699
1507692900,60.38,0.0,sell_profit,0.25999856
1507694400,0.0,231.7847,brought,0.26
1507695300,59.54,0.0,stop_loss_hit,0.25740163
1507695900,0.0,230.3229,brought,0.25800015
1507696200,59.63,0.0,sell_profit,0.2594175
1507696500,0.0,230.6361,brought,0.25803000000000004
1507697700,59.62,0.0,sell_profit,0.25900448
1507698600,0.0,230.5649,brought,0.25804918
1507698900,59.84,0.0,sell_profit,0.2600542
1507699200,0.0,230.6673,brought,0.25890006
1507699500,60.0,0.0,sell_profit,0.26061483
1507707000,0.0,227.0576,brought,0.2637
1507707300,60.21,0.0,sell_profit,0.26569888
1507707600,0.0,227.9064,brought,0.26365148
1507708200,60.4,0.0,sell_profit,0.26555558
1507708800,0.0,228.776,brought,0.26348908
1507709100,60.4,0.0,sell_profit,0.26455062
1507709400,0.0,230.0801,brought,0.26199999
1507709700,60.5,0.0,sell_profit,0.26349072
1507710000,0.0,230.9035,brought,0.26150203
1507710300,60.93,0.0,sell_profit,0.26439792
1507711200,0.0,231.3333,brought,0.2628521
1507711800,60.95,0.0,sell_profit,0.26399664
1507713300,0.0,230.9657,brought,0.26336017
1507713600,61.08,0.0,sell_profit,0.26499754000000003
1507713900,0.0,231.4373,brought,0.26340076
1507714200,61.21,0.0,sell_profit,0.264999
1507714500,0.0,231.3863,brought,0.26399826
1507715700,61.19,0.0,sell_profit,0.26499429
1507716900,0.0,233.0102,brought,0.26209593000000003
1507717200,61.15,0.0,sell_profit,0.26297896
1507717500,0.0,233.8289,brought,0.261011
1507717800,61.09,0.0,sell_profit,0.2617963
1507719600,0.0,235.2201,brought,0.259208
1507719900,60.27,0.0,stop_loss_hit,0.25673082
1507720200,0.0,233.1276,brought,0.25800005
1507720500,60.26,0.0,sell_profit,0.25899451
1507720800,0.0,233.0911,brought,0.258
1507721100,60.39,0.0,sell_profit,0.2596239
1507722600,0.0,233.0889,brought,0.2585889
1507723200,60.64,0.0,sell_profit,0.26067675
1507724100,0.0,234.6525,brought,0.25790497
1507725000,60.88,0.0,sell_profit,0.25998714
1507725300,0.0,236.0639,brought,0.2574
1507725900,61.17,0.0,sell_profit,0.25962886
1507726200,0.0,236.9714,brought,0.25760116
1507726800,61.47,0.0,sell_profit,0.25989724000000003
1507727100,0.0,237.9446,brought,0.25779991
1507727400,61.5,0.0,sell_profit,0.25899742
1507728000,0.0,238.1422,brought,0.25774836
1507729500,61.45,0.0,sell_profit,0.25854000000000005
1507732200,0.0,235.8587,brought,0.26
1507733400,61.54,0.0,sell_profit,0.2614528
1507736100,0.0,237.4154,brought,0.25870063
1507736400,61.56,0.0,sell_profit,0.259811
1507736700,0.0,237.2071,brought,0.25900001
1507737300,61.62,0.0,sell_profit,0.26031097000000003
1507737600,0.0,237.4542,brought,0.25900100000000004
1507737900,61.69,0.0,sell_profit,0.26031097000000003
1507738200,0.0,238.7977,brought,0.25781202000000003
1507739100,61.84,0.0,sell_profit,0.25949686
1507739700,0.0,239.6365,brought,0.25755519
1507740000,62.07,0.0,sell_profit,0.25952889999999995
1507741200,0.0,238.6773,brought,0.25953067
1507741500,62.22,0.0,sell_profit,0.26119939000000003
1507741800,0.0,238.9933,brought,0.25981167
1507742400,62.27,0.0,sell_profit,0.26109417
1507747200,0.0,239.04,brought,0.26
