date,AdrActCnt,CapMrktCurUSD,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-12-22,412,897660237.096021,0,265.05838194,,0.0000627483510811555,0.897660237096021,,,1000000000,533,532,3772753.733271,3386651.01071294,9078.14619473496,8149.09086555813,2280.0734935,2046.73131277156,4829573.775599,4335316.34047692,,,
2017-12-23,423,891608935.219051,0,331.96726278,,0.0000597959506385141,0.891608935219051,,,1000000000,448,448,3012345.228376,2685833.92158451,7531.07159232589,6714.77072349213,2978.5,2655.65721354994,3373920.073362,3008217.28412448,,,
2017-12-24,255,855631412.537005,0,481.26530654,,0.0000610017291531051,0.855631412537005,,,1000000000,280,280,2077855.990061,1777878.85582437,8835.63510885714,7560.04694885299,1777.4724425,1520.86125672188,2473977.83048,2116813.14567884,,,
2017-12-25,291,884651247.660077,0,707.78747788,,0.0000628261398505967,0.884651247660077,,,1000000000,322,322,1412853.478274,1249882.59231597,5239.9368457795,4635.51666827884,1196.2538785,1058.26748613323,1687259.664341,1492636.36718579,,,
2017-12-26,292,866979758.045096,0,644.48647948,,0.0000551263265917431,0.866979758045096,,12.9440180075891,1000000000,322,322,1551622.93057,1345225.6729228,6090.75836472981,5280.5642133646,1435.9179365,1244.91178515938,1961224.193443,1700341.6767034,,0.141942236592259,
2017-12-27,293,980244524.75801,0,391.28138525,,0.0000636977378776888,0.98024452475801,,-14.3787625742467,1000000000,405,405,2555705.529821,2505216.3525008,8538.98695410864,8370.29520874507,2126.044083,2084.04307175491,3458289.716414,3389969.55954175,,0.139383141023409,
2017-12-28,315,878049454.555586,0,423.44216559,,0.000061447383824147,0.878049454555586,,-36.2071902590159,1000000000,394,394,2361597.595276,2073599.48041188,7715.05039710914,6774.19579305054,2340,2054.63572366007,3039729.856461,2669033.14246191,,0.137806046916267,
2017-12-29,279,887298412.902521,0,628.74470575,,0.0000608917015093699,0.887298412902521,,-24.389186122787,1000000000,293,293,1590470.648658,1411222.08232229,6784.91605089078,6020.24524363223,1795.71467,1593.33477671677,1987980.402911,1763931.85638424,,0.134913626573157,
2017-12-30,305,850677521.34795,0,555.58095554,,0.0000656958982687078,0.85067752134795,,-36.8624197502566,1000000000,362,362,1799917.707828,1531149.53432541,6003.55928394751,5107.09293093395,2000,1701.3550426959,2173288.460789,1848767.64099809,,0.133140414100546,
2017-12-31,183,861227849.236704,0,180.03660287,,0.0000618632364917587,0.861227849236704,,-27.0683026132695,1000000000,232,214,5554426.067064,4783626.41548181,26598.7417002991,22907.5771069512,1500,1291.84177385506,5692130.723864,4902221.50088756,,0.132240297686279,
2018-01-01,213,888149052.712135,0,454.84725477,,0.000065961522541134,0.888149052712135,,-17.3663665493216,1000000000,224,221,2198540.256131,1952631.44583224,10713.8272917692,9515.47556010626,999,887.260903659423,2367755.831481,2102920.09878348,,0.130948892862526,
2018-01-02,409,980982626.790275,0,271.85780696,,0.0000664878137518065,0.980982626790275,,1.80342963537463,1000000000,503,502,3678393.53666,3608440.1539611,9240.17072308964,9064.44694792707,2703.3886,2651.97725006288,4638565.702991,4550352.36785939,,0.131325801063342,
2018-01-03,433,1064725627.34569,0,206.85594845,,0.0000709330665670135,1.06472562734569,,1.51085098721528,1000000000,512,512,4834282.057223,5147183.99614277,10252.5665964551,10916.1704013141,2999.5,3193.6445192234,5249314.097385,5589079.24547282,,0.131739972742199,
2018-01-04,366,1123968969.92681,0,224.20274,,0.0000745817210249092,1.12396896992681,,13.8038607096325,1000000000,417,417,4460248.790941,5013181.23917126,11471.2210046139,12893.2964563587,1500,1685.95345489022,4783499.158924,5376504.62230157,,0.13157930205158,
2018-01-05,698,1632241174.02346,0,165.27059253,,0.0000960298485657819,1.63224117402346,,74.774326634096,1000000000,744,744,6050683.213894,9876174.27269039,9498.40526555376,15503.6881619981,1229.26525,2006.45735484624,7066813.517572,11534743.9925266,,0.144571250754756,
2018-01-06,582,2116059074.20818,0,265.43912262,,0.000123720175900419,2.11605907420818,,163.338867542476,1000000000,673,672,3767342.169168,7971918.58271507,6166.57329793006,13048.8333838548,1000,2116.05907420818,4143937.256209,8768816.0339504,,0.150949165888048,
2018-01-07,571,2067206775.71694,0,173.54613293,,0.000127356186509873,2.06720677571694,,155.578732815409,1000000000,619,617,5762156.62711,11911569.2223041,9389.61728527228,19410.2804735038,730.562127,1510.22297901658,5793393.865013,11976143.0521518,,0.150648811878019,
2018-01-08,600,1778806081.9857,0,151.50805221,,0.000119083929270027,1.7788060819857,,129.460638005975,1000000000,750,749,6600309.260286,11740670.2551833,10188.9446280387,18124.1566733708,1402,2493.88612694395,7631519.526401,13574993.3483547,,0.152224127621902,
2018-01-09,528,1812007123.498,0,195.216189,,0.000126021230189038,1.812007123498,,160.724945721573,1000000000,585,585,5122525.980562,9282053.56708192,9240.53254602735,16743.9107983167,964,1746.77486705207,5405711.539426,9795187.81701525,,0.14917133145647,
2018-01-10,496,1812620079.13912,0,192.33412441,,0.000123567330587656,1.81262007913912,,195.965602204458,1000000000,630,629,5199285.374132,9424329.06632601,8571.42915663593,15536.7445962368,1247,2260.33723868648,5391428.939524,9772612.35103294,,0.149290491247174,
2018-01-11,500,1793669735.64015,0,298.78707818,,0.000136020555734214,1.79366973564015,,177.450178851909,1000000000,569,569,3346864.951726,6003170.37318566,5955.69370853779,10682.5475597467,917.2281,1645.20428364872,3388789.720158,6078369.56149586,,0.149007574508362,
2018-01-12,581,1860839421.24835,0,271.93919951,,0.000134946664027834,1.86083942124835,,160.621520974319,1000000000,684,683,3677292.57789,6842850.99240168,6673.02284188433,12417.4239630691,1030,1916.6646038858,4557674.601007,8481100.56677617,,0.14891706498806,
2018-01-13,643,2424937906.09048,0,249.83439079,,0.000170395584012337,2.42493790609048,,220.048526062475,1000000000,781,781,4002651.503814,9706181.35646863,5820.37076869398,14114.037704507,999,2422.51296818439,4545709.57035,11023063.44722,,0.153655319460452,
2018-01-14,622,2367511404.14312,0,276.89311881,,0.000173050221188468,2.36751140414312,,235.797738627436,1000000000,704,704,3611501.810896,8550271.72337981,5663.42444710369,13408.2219650209,730.773318,1730.11416420851,3987050.810761,9439388.26337474,,0.120008448235059,
2018-01-15,681,2259893924.44618,0,231.15329854,,0.000166270191133326,2.25989392444618,,86.0941363024624,1000000000,810,810,4326133.376952,9776602.53491766,6105.07404065062,13796.8197327604,919.246696,2077.40002335762,4945109.972927,11175423.9835359,,0.113143750878605,
2018-01-16,589,1629258903.85678,0,374.03645527,,0.000142529366432316,1.62925890385678,,63.5437337124724,1000000000,651,651,2673536.191207,4355882.64430735,4324.03202670353,7044.96768006861,875.179095,1425.89333299807,2814944.849384,4586273.95972466,,0.130355204307153,
2018-01-17,703,1708777493.42053,0,131.0087512,,0.000153121633214032,1.70877749342053,,57.6502338157154,1000000000,889,889,7633077.873457,13043231.6756896,8727.95936959055,14914.1405342452,1196.6,2044.72314862701,7759155.879566,13258670.934944,,0.128243844285868,
2018-01-18,564,1723344886.48366,0,168.57269743,,0.000153240156340935,1.72334488648366,,77.5982817360292,1000000000,647,647,5932158.737841,10223155.4266676,9344.17149388408,16103.2301624115,1037.52926,1788.02074479818,6045678.956543,10418789.9150802,,0.128175566637613,
2018-01-19,512,1649632886.89973,0,236.25324362,,0.000144195457698358,1.64963288689973,,70.8697650564196,1000000000,627,627,4232746.118819,6982477.19950102,7402.94391065391,12212.1397348888,1100,1814.5961755897,4641645.83198,7657011.61377527,,0.128657457978915,
2018-01-20,389,1862599755.95413,0,258.39784607,,0.000145875684269237,1.86259975595413,,93.5370637075535,1000000000,412,412,3870001.299215,7208263.47546003,9477.17625585922,17652.1861812977,757.6983,1411.28866866686,3904596.617414,7272700.70669464,,0.128870227969636,
2018-01-21,379,1650208218.05309,0,139.23830257,,0.000144471306159427,1.65020821805309,,83.8343896563361,1000000000,412,410,7181931.850396,11851682.9610207,17899.486701861,29537.880054343,1050.5814275,1733.67810539445,7338789.547763,12110530.8222806,,0.131601042376699,
2018-01-22,456,1447361581.46827,0,150.24994075,,0.000134796900876951,1.44736158146827,,62.3314352623307,1000000000,480,480,6655576.668037,9633025.97183335,13930.7348096604,20162.8103651252,1868.13073,2703.86064776227,6686752.708637,9678148.97526009,,0.134160676341884,
2018-01-23,500,1410972756.99803,0,235.699877,,0.000130050861162895,1.41097275699803,,64.9042726019607,1000000000,606,606,4242683.588597,5986310.960073,8382.63203430363,11827.6654323414,1049.367335,1480.62872176863,5079875.012788,7167565.25199889,,0.134366672247599,
2018-01-24,471,1497683698.68084,0,247.44152742,,0.00013341328615254,1.49768369868084,,69.2965112118756,1000000000,579,579,4041358.822869,6052677.22953089,7685.36034856649,11510.2389125361,1007.080798,1508.28849441909,4449823.64182,6664428.33035842,,0.134414548998593,
2018-01-25,397,1444736461.21698,0,338.98764782,,0.000129800189663646,1.44473646121698,,66.6401606047453,1000000000,483,482,2949959.995371,4261914.76444396,7606.62700694191,10989.5713838068,1000,1444.73646121698,3666394.217346,5296973.40699486,,0.133258516416061,0.136670041026129
2018-01-26,394,1385516215.40135,0,266.35301629,,0.0001255502115101,1.38551621540135,,41.3439382120893,1000000000,430,429,3754415.902389,5201804.11212065,12708.5514031678,17607.9040433506,859.435352,1190.76161628517,5451968.551959,7553790.83459741,,0.131592318615291,0.134683898421876
2018-01-27,418,1522078073.08795,0,358.13312882,,0.000134447670842568,1.52207807308795,,73.3476474691658,1000000000,400,400,2792257.737521,4250034.27669088,7078.9367888025,10774.6944670119,1000.02375,1522.11422244219,2831574.715521,4309877.78680476,,0.132384985991184,0.133543395358145
