date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedUSD,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-11-02,1017,4319,3070905,711.022227367446,,0.163996296943231,,,,0,0,,,22.61420681,,,,,,31112484745,458,883,1375793765.554996,,4503100.63279434,,9617669.05306,,3976237858.757398,,,,
2017-11-03,830,4320,3026305,700.533564814815,,0.158903037135279,,,,0,0,,,45.28879172,,,,,,31112484745,377,717,686979792.607375,,3426393.12443366,,9295445.783332,,2456723870.218931,,,,
2017-11-04,774,4320,2879091,666.45625,,0.156068915492958,,,,0,0,,,52.1794607,,,,,,31112484745,355,672,596259223.980101,,3370407.94251653,,8875067.362699,,2264914137.371107,,,,
2017-11-05,813,4320,3012785,697.403935185185,,0.159060775725594,,,,0,0,,,46.76510583,,,,,,31112484745,379,728,665292726.07045,,3461846.03166314,,8571392.464864,,2520223911.050769,,,,
2017-11-06,1046,4320,2929428,678.108333333333,,0.166998898305085,,,,0,0,,,35.10065135,,,,,,31112484745,472,919,886379128.183364,,3231319.28897541,,8174292.575471,,2969582426.568402,,,,
2017-11-07,858,4320,3043886,704.603240740741,,0.15843439800995,,,,0,0,,,32.95946289,,,,,,31112484745,402,764,943962128.580418,,3511762.25487321,,7849794.190521,,2682986362.723131,,,,
2017-11-08,790,4320,3022226,699.589351851852,,0.162835011235955,,,,0,0,,,49.32565545,,,,,,31112484745,356,681,630756640.954512,,3033702.68986674,,7628611.825864,,2065951531.799247,,,,
2017-11-09,1333,4320,2981236,690.100925925926,,0.162048433673469,,,,0,0,,,34.73194925,,,,,,31112484745,588,1128,895788615.766059,,2996917.45274455,,7319969.296792,,3380522886.695851,,,,
2017-11-10,1160,4320,3075419,711.902546296296,,0.161250504570384,,,,0,0,,,9.33805648,,,,,,31112484745,547,1041,3331794447.447612,,5481539.72810713,,7197013.827847,,5706282856.959518,,,,
2017-11-11,737,4320,2875947,665.728472222222,,0.157209601796407,,,,0,0,,,74.05590797,,,,,,31112484745,334,637,420121575.688311,,2588810.93688558,,6075209.9185,,1649072566.796114,,,,
2017-11-12,800,4320,3046229,705.145601851852,,0.155439484771574,,,,0,0,,,80.91218327,,,,,,31112484745,394,734,384521631.831956,,6119977.95482487,,8201235.492274,,4492063818.841453,,,,
2017-11-13,813,4320,3026948,700.682407407407,,0.162851378590078,,,,0,0,,,11.72541091,,,,,,31112484745,383,735,2653423830.752547,,19921593.9775138,,7011201.721245,,14642371573.472629,,,,
2017-11-14,986,4320,2919661,675.847453703704,,0.160339308035714,,,,0,0,,,44.77856966,,,,,,31112484745,448,851,694807471.151935,,2114912.47572765,,2823518.120661,,1799790516.844234,,,,
2017-11-15,1000,4320,3040398,703.795833333333,,0.160586047511312,,,,0,0,,,54.73524083,,,,,,31112484745,442,845,568417792.123939,,2344761.71005882,,6549597.521452,,1981323644.999703,,,,
2017-11-16,968,4320,2918307,675.534027777778,,0.16246930248307,,,,0,0,,,35.4384512,,,,,,31112484745,443,858,877930149.18757,,2710681.13169646,,6285948.18704,,2325764410.995567,,,,
2017-11-17,817,4320,3037527,703.13125,,0.164188508108108,,,,0,0,,,12.04197695,,,,,,31112484745,370,718,2583669183.59346,,5905128.13953494,,6185764.686442,,4239882004.18609,,,,
2017-11-18,963,4319,3048310,705.790692289882,,0.1624069375,,,,0,0,,,45.83844899,,,,,,31112484745,448,866,678742091.598599,,5308882.72373298,,7778281.37982,,4597492438.752762,,,,
2017-11-19,973,4314,2914884,675.680111265647,,0.165506528216704,,,,0,0,,,64.24139495,,,,,,31112484745,443,860,484305871.14019,,2252496.88208694,,6032543.504797,,1937147318.59477,,,,
2017-11-20,1474,4320,3128383,724.162731481482,,0.165967634218289,,,,0,0,,,11.6351678,,,,,,31112484745,678,1319,2674003957.118392,,8960702.90665962,,5894743.461155,,11819167133.884033,,,,
2017-11-21,1163,4320,2958753,684.896527777778,,0.168456677121771,,,,0,0,,,62.41763651,,,,,,31112484745,542,1066,498456629.935383,,3651863.41353381,,5919122.294772,,3892886398.82704,,,,
2017-11-22,1014,4320,3074205,711.621527777778,,0.163932936170213,,,,0,0,,,42.67092992,,,,,,31112484745,470,904,729126006.972614,,2287689.25574501,,5667969.954356,,2068071087.193485,,,,
2017-11-23,1041,4320,3069089,710.437268518519,,0.168187550515464,,,,0,0,,,64.83548243,,,,,,31112484745,485,947,479868176.816606,,2332214.02416595,,5509063.577752,,2208606680.885153,,,,
2017-11-24,1029,4320,2928865,677.978009259259,,0.165944284188034,,,,0,0,,,49.77047589,,,,,,31112484745,468,907,625119293.92867,,2449399.72403671,,5373803.489676,,2221605549.701297,,,,
2017-11-25,1085,4320,3059328,708.177777777778,,0.167521546747967,,,,0,0,,,48.98839476,,,,,,31112484745,492,957,635099086.186144,,2091892.83612446,,5228883.850212,,2001941444.171108,,,,
2017-11-26,1757,4320,3060071,708.349768518519,,0.16775172997416,,,,0,0,,,42.07086936,,,,,,31112484745,774,1510,739525596.251354,,1784147.18813791,,5084096.11115,,2694062254.08825,,,,
2017-11-27,2668,4319,3367280,779.643435980551,,0.167633953871499,,,,0,0,,,29.83427057,,,,,,31112484745,1214,2364,1042843821.872688,,2871191.09253991,,5043778.012118,,6787495742.764336,,,,
2017-11-28,4719,4320,3765071,871.544212962963,,0.16986751897019,,,,0,0,,,22.19208802,,,,,,31112484745,2214,4350,1401962929.835392,,1642059.87237962,,4807668.125739,,7142960444.851363,,,,
2017-11-29,2702,4320,3235609,748.983564814815,,0.163225333594976,,,,0,0,,,41.70868744,,,,,,31112484745,1274,2457,745947346.976415,,2488753.65616489,,5187951.556556,,6114867733.197139,,,,
2017-11-30,6444,4318,4091696,947.590551181102,3796078960.33277,0.16937319334784,0.02066546664407562869507704832,0.0208939704742038,66.4808061939911,0,0,0,0,7.45186423,,0.0000122051530883144,0.122011436612848,,,31112484745,3217,6343,4175127696.299646,509413328.26761,2390031.5404681,291611.181802531,4364138.974755,532474.865887979,15159970061.189134,1849689726.17345,,,
2017-12-01,6231,4320,4055459,938.763657407407,4043204577.814,0.171079601626016,0.02223254857765954142334879229,0.022231300804022,68.3650868763032,0,0,0,0,5.31530063,,0.0000120228430281067,0.129954409329643,,,31112484745,3075,6052,5853381942.130356,760672792.870349,4048209.11720504,526082.624669256,4088829.533921,531361.426930303,24499761577.324874,3183852044.49834,,,
2017-12-02,4386,4320,3772530,873.270833333333,4152085403.43926,0.16824837814015,0.02245341832237661428380276475,0.0228299750337525,50.9468061734725,0,0,0,0,30.57720031,,0.0000122044539950692,0.133453995637765,,,31112484745,2269,4445,1017505999.014223,135790241.153844,1571441.76516023,209715.182472695,3875956.113364,517261.830245048,6985058646.13722,932183986.091129,,,
2017-12-03,3920,4320,3661244,847.510185185185,4107003509.70654,0.169489136409736,0.02237341323899833533149227346,0.0225820951352466,44.1203709073048,0,0,0,0,36.62357806,,0.0000117715064897642,0.132004998744646,,,31112484745,1972,3874,849520620.026787,112140968.380187,1473885.75255544,194560.286915833,3752053.54804,495289.823898865,5709833405.399787,753726551.511937,,,
2017-12-04,5293,4320,3850538,891.328240740741,4249515504.77293,0.170564473265896,0.02329664054952522961236163934,0.0233656881910833,64.4851010410858,0,0,0,0,10.13360488,,0.0000118131828763429,0.136585539200814,,,31112484745,2768,5467,3070228721.760494,419348845.431483,6030728.1967117,823710.26252142,3676783.730744,502195.48838845,32969991051.422871,4503224005.20461,,,
2017-12-05,6005,4320,4138283,957.93587962963,4009392354.21236,0.170548545483461,0.02197818785249284358594815626,0.0220453864632376,69.0994226082373,0,0,0,0,9.47224954,,0.0000109798360860712,0.128867635840519,,,31112484745,3144,6195,3284593022.810875,423277737.547901,4655588.77101965,599954.718366969,3516170.619766,453120.594981137,28841372436.466726,3716719480.28338,,,
2017-12-06,6270,4320,4076524,943.639814814815,3769056006.00301,0.171669678075856,0.02079655921098977461575178576,0.020723912481807,67.4432415212397,0,0,0,0,25.15861333,,0.00000865792840444185,0.12114288000121,,,31112484745,3243,6418,1236653401.04626,149811754.566035,3081383.41768317,373287.66160611,3329333.755725,403325.079653771,19776318774.690567,2395760212.18802,,,
2017-12-07,5893,4319,4170598,965.63973141931,3334172880.72856,0.171885790909091,0.01842015985958083880310099867,0.0183327355362672,56.7340923675089,0,0,0,0,26.15833402,,0.00000629187794134249,0.10716511098537,,,31112484745,3080,6088,1189390911.680485,127461209.05523,3170456.29690171,339762.300931737,3208732.12368,343864.134156489,19301737935.537604,2068472888.07241,,,
2017-12-08,5694,4318,4039566,935.517832329782,3605611300.97076,0.170923781281449,0.01980827704518484973571366351,0.0198252222640686,59.0484738716961,0,0,0,0,8.48859643,,0.000007110447106955,0.115889532145137,,,31112484745,2981,5903,3665209553.067882,424759420.318924,2686488.43555582,311335.887909885,3072747.134936,356099.227868043,15858341235.086025,1837815746.33205,,,
2017-12-09,4509,4319,3726015,862.703172030563,3763512521.61702,0.172439308625921,0.02085907000201682278811217006,0.0206934319887932,48.1218744946528,0,0,0,0,28.62076765,,0.00000803751016511304,0.120964704441417,,,31112484745,2307,4577,1087059757.796511,131495862.312013,2133857.81496667,258121.479907451,2933469.438618,354846.263630356,9766667219.102457,1181422013.5364,,,
2017-12-10,3788,4320,3689957,854.156712962963,3413503152.68538,0.171948452987013,0.0188653073253774509724241559,0.0187689279437488,36.3157166013516,0,0,0,0,33.85453065,,0.00000708981604152851,0.109714900004377,,,31112484745,1925,3803,919005053.432396,100828547.540852,1376101.96035229,150978.888975879,2812130.165395,308532.579895605,5233315755.219765,574172714.775267,,,
