date,AdrActCnt,CapMrktCurUSD,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-01-22,725,346179382.488206,4835564.3535171,10.99775089,13.1397487637305,0.000279516444763156,0.999916511756375,,0.0636602981698168,346208286.81,975,1005,31479917.1398,31477288.9368085,47706.3360088866,47702.3530906834,249.977997,249.957126776086,47944867.688931,47940864.8561368,,0.00134995215311523,0.00123451951461034
2019-01-23,736,349711961.000996,11654556.070685,2.66829154,12.5828158461265,0.000281584199857505,1.00015717960937,,-0.016553052098015,349657002.05,963,1015,131041528.69702,131062125.753312,178446.492144944,178474.540294873,185,185.029078227733,181123189.527118,181151658.399296,,0.00133672199653863,0.00115338505551222
2019-01-24,735,340333439.462165,5717726.57094405,6.37798764,11.9972138765846,0.000280458395731147,1.00056026896375,,-0.0768068054095205,340142867.97,991,1036,53330750.591994,53360630.1563642,76838.1177452529,76881.1677578585,163.71,163.801721632056,79604289.984082,79648889.7971414,,0.00128977828508785,0.0011466217621047
2019-01-25,815,342550656.372438,15131713.5355883,4.31522211,11.7148741085118,0.000280653161546715,0.999504276626874,,0.0077704535671339,342720550.96,1093,1115,79421300.325231,79381929.3303357,123503.118175132,123441.894792798,157.33412,157.256125799326,137705976.765272,137637712.69397,,0.00128673001786366,0.00114502925036256
2019-01-26,643,334997598.11472,0,19.65795806,11.3830558813759,0.000281240024424315,1.00038199264437,,-0.0201703100876281,334869680.36,848,859,17034815.075998,17041322.2500552,31959.316430163,31971.5246539584,183.583099,183.653226393449,27453052.81351,27463539.6777503,,0.00126545633194325,0.00115058764479618
2019-01-27,672,341300202.758701,6303326.7744562,29.89810166,11.5587496500011,0.000282788428036217,1.00039633899826,,0.132084334323303,341164985.77,874,886,11410924.666653,11415447.2611046,16767.2821480948,16773.9276759049,177,177.070152002692,14855811.983212,14861699.9208518,,0.0012007069636236,0.00113737721064356
2019-01-28,1211,333879659.355283,771746.637969193,3.97455644,10.9916715025138,0.000291359736606617,1.00083599571677,,-0.0363746338423036,333600770.54,1768,1780,83934088.055076,84004256.593181,77486.381042355,77551.1593250145,249.9782725,250.187253265096,137925758.255392,138041063.598526,,0.0012027265536859,0.00113333888309247
2019-01-29,907,323486924.939845,145003.210481547,5.57416272,10.4331766127984,0.000294404865544566,0.999747038446296,,-0.117041182972325,323568775.4,1349,1358,58047960.15507,58033276.2528798,56838.3806090103,56824.0026839414,400,399.898815378518,77186520.867036,77166995.6447925,,0.00111059415052637,0.00113865456831812
2019-01-30,935,323479845.058258,150755.966818628,2.26957072,9.92798258148439,0.000290824253715781,0.999823499628591,,0.156679442633399,323536949.45,1351,1422,142554249.015401,142529088.137504,150433.608232411,150407.056644685,247.745,247.701272915485,213916590.906488,213878834.548742,,0.00106888209469874,0.0011354079367022
2019-01-31,1021,307809220.709561,3775.0900618682,2.55201408,9.10643702997839,0.000293258578100695,1.0000503488485,,0.0171429314553587,307793723.65,1395,1405,120608160.634556,120614233.116564,158653.906216107,158661.894257595,247.072218,247.084657801673,222908738.23363,222919961.431921,,0.00105305236768129,0.00113327887627675
2019-02-01,921,308314216.239366,10796075.1895312,3.91708892,8.89210715651777,0.000290559959809143,1.00099355795419,,0.0129617417261801,308008192.25,1259,1259,78631912.206395,78710037.5682208,106007.746581991,106113.071421814,200,200.198711590838,133463752.946727,133596356.920063,,0.00106615802553478,0.00113599811624512
2019-02-02,709,308438025.079379,200152.667630214,27.5099876,8.86460516190185,0.000289076572771034,1.00076433891541,,0.0255258368561606,308202453.95,903,907,11203293.087732,11211856.2006197,17395.0235836373,17408.3192770967,302.894435,303.125949003932,15777286.390359,15789345.5843267,,0.00106635740358678,0.00113484548099214
2019-02-03,624,308096856.878929,0,39.15638772,8.8400791855689,0.000292900032096435,0.999674140961928,,-0.105460446165756,308197285.75,762,766,7870932.527471,7868367.71296887,11638.1142899935,11634.321905266,230.836922,230.761701702646,8914795.546135,8911890.57943373,,0.00103159774062872,0.00114345602067095
2019-02-04,853,302181514.034274,108383.956180131,4.21766013,8.4803610880514,0.000292973783048529,0.999447236590818,,0.0509949745399305,302348641.3,1138,1142,71686345.553412,71646719.9646521,87937.0099553783,87888.4015939621,399.982137,399.76104151034,100424065.369042,100368554.620305,,0.00097303034962624,0.00111934252009006
2019-02-05,865,295465660.294753,50444.0067526752,10.41261437,8.22178086754937,0.000291813033753568,0.999887150026168,,-0.0865994465582877,295499007.35,1132,1137,28378944.706767,28375742.1435995,33640.8796864125,33637.0833140202,283,282.968063457406,38249680.203451,38245363.728041,,0.000964069694495208,0.00110602623597264
